gene,seq_length,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52,W53,W54,W55,W56,W57,W58,W59,W60,W61,W62,W63,W64,W65,W66,W67,W68,W69,W70,W71,W72,W73,W74,W75,W76,W77,W78,W79,W80,W81,W82,W83,W84,W85,W86,W87,W88,W89,W90,W91,W92,W93,W94,W95,W96,W97,W98,W99,W100
Eef1a2,463,3,2,2,1,2,0,1,2,2,2,1,2,2,1,2,1,1,2,1,1,0,1,1,1,1,2,2,2,2,2,1,0,1,1,2,3,1,1,0,1,2,1,1,2,0,1,1,1,2,3,3,1,1,1,2,1,1,1,1,1,1,1,0,0,-1,-1,1,-1,0,-1,0,0,0,0,1,1,1,1,1,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-2,-2,-3,-2,-2,-1
Pgap2,254,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,-1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,1,1,2,2,2,2,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1
B4galt5,388,7,6,5,5,4,3,3,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,2,3,3,3,3,3,3,2,2,0,1,1,1,-1,-1,-1,-1,-1,-2,-2,-2,-1,-1,-1,-1,-2,-2,-2,-2,-3,-5,-6,-6,-6,-6,-6,-6,-5,-5,-4,-4,-5,-4,-3,-3,-3,-3,-2,-1,-1,-1,-2,-2,-2,-2
Rbm14,669,-2,-3,-4,-4,-4,-3,-3,-3,-3,-2,-2,-2,-1,0,-1,-1,0,1,1,1,2,2,2,1,1,1,1,1,1,0,0,1,1,1,2,1,1,1,1,0,0,0,1,0,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,3,3,3,1,1,2,2,2,3,2,3,3,3,3,3,3,2,2,1,0,0,1,0,0,0,0,0,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
Dnajb12,376,1,0,0,1,1,0,2,3,3,4,3,3,4,4,4,4,4,3,2,2,2,2,2,3,3,4,3,3,3,1,1,1,2,1,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-2,-2,-2,-2,-1,-2,-2,-2,-1,-1,0,0,0,-1,-1,-1,-1,-2,-3,-2,-1,-1,0,1,1,2,1,1,1,0,1,1,1,1,1,3,3,3,2,1,0,-1,-1,1,2
Lage3,148,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,5,5,5,5,4,4,4,5,5,5,4,3,3,2,1,1,1,1,1,1,1,1,-1,-1,-2,-2,-3,-2,-2,-3,-3,-3,-2,-3,-3,-2,-2,-2,-2,-2,-2,-1,-2,-1,0,0,0,0,-1,-2,-2,-1,0,0,2,2,2,1,1,1,1,1
Usp18,368,1,0,1,1,2,3,3,3,3,3,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,3,4,3,3,3,2,1,0,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-2,-1,0,0,0,0,1,2,2,2,2,2,3,3,3,2,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,3,3,2,3,3,3,3,2,2,1,2,3,2,1,0,0,1,1,1,1
Psmb10,273,0,0,0,-1,-1,-1,0,2,2,2,2,2,2,2,2,3,3,3,4,2,2,2,2,2,3,3,2,2,3,3,3,2,1,1,1,1,0,-2,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,-2,0,0,0,0,0,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,0,0,0,2,1,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,2,2,3,4,4,4,3,3,4,4
Eef1akmt4-Ece2,734,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,1,1,1,0,0,0,-1,0,0,0,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,1,1,1,0,0,0,2,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,2
B3gat3,335,4,3,1,1,0,0,-1,-1,0,0,0,0,-1,-1,-1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,2,2,3,3,3,3,3,3,2,2,1,1,1,1,1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,1,1,0,0,0,-1,-1,-1,0,0,0,0,0,1,1,2,2,2,3,3,3,3,3,3,3,2,1,1,0,-1,-1,-1,-1,-2,-2,-1,-1,-1,-2,-2,-2,-2,-2
Trim30d,347,-6,-8,-7,-7,-6,-8,-9,-9,-8,-7,-6,-7,-6,-5,-6,-6,-5,-6,-7,-8,-6,-6,-5,-6,-6,-5,-4,-5,-3,-4,-4,-3,-3,-4,-3,-2,-3,-4,-4,-5,-6,-6,-6,-5,-5,-5,-5,-5,-5,-4,-4,-5,-5,-4,-4,-5,-6,-5,-6,-5,-4,-5,-5,-4,-5,-5,-5,-4,-3,-2,-2,-1,-1,-2,-1,-1,-2,-1,-1,-1,-2,-1,-1,-1,0,0,0,0,0,0,0,1,2,3,4,5,6,6,5,6
Ero1a,464,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,-1,-1,-1,-1,-3,-3,-4,-4,-4,-4,-2,-3,-4,-4,-3,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-2,-2,-3,-3,-2,0,0,0,1,2,2,3,4,5,6,5,5,5,5,5,3,3,3,3,2,2,3,3,2,2,3,3,5,5,5,4,4,3,1,1,1,0,-1,-2,-1,-1,-1,-1,-1,0,1,1,0,-1,-1,-1,-1,-2,-2,-3
Slc25a22,323,1,0,0,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,3,3,3,3,3,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,2,2,2,0,0,1,2,2,2,2,2,3,1,1,1,2,2,2,2,2,3,2,2,2,3,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,0,-1,0,1,1
Gys1,738,-5,-7,-7,-7,-7,-9,-9,-9,-9,-8,-8,-8,-8,-8,-8,-8,-7,-6,-6,-5,-3,-2,-1,0,0,1,0,-1,-1,-1,-2,-1,-1,-1,-1,0,0,0,0,-1,-2,-2,-2,-2,-1,-1,-1,-1,-2,-2,-3,-4,-5,-5,-5,-5,-5,-4,-3,-2,-1,-1,-2,-2,-2,-2,-2,-1,-1,-1,1,1,1,1,0,1,1,1,2,1,1,2,2,2,2,2,3,3,1,0,0,0,1,1,1,1,1,-1,0,0
Psmf1,157,3,2,2,1,2,1,2,2,1,1,1,0,1,0,1,2,2,1,1,1,2,0,0,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-3,-3,-3,-2,-3,-2,-2,-2,-1,-1,-1,-1,-2,-2,-2,-1,0,0,1,1,2,2,2,2,1,1,1,1,1,1,2,3,3
Rps6kc1,1056,2,2,2,2,2,3,3,3,3,4,6,6,6,4,3,3,3,2,2,3,3,3,3,4,4,3,2,2,3,4,4,3,4,3,3,2,2,2,2,2,1,1,1,3,4,4,3,4,4,4,4,4,3,3,3,3,4,4,3,3,3,2,2,3,3,3,2,1,2,2,2,2,2,0,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-2,-2,-2,0,1,0,-1
Plaat3,162,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-2,-1,-1,-1,0,0,0,-1,-1,-1,-1,-2,-2,-2,-2,-3,-2,-2,-2,-1,0,1,0,0,0,0,0,0,0,0,2,1,2,2,2,2,2,2,3,3,2,1,0,0,0,1,0,0,0,0,0,-1,0,0,1,1,0,1,1,1,0,1,-1,-1,-1,-1,0,0,-1,-1,-1,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-2,-1,0,-2,-2
Gde1,331,0,-1,-1,-1,-1,0,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,3,3,2,2,2,2,3,3,4,3,4,4,4,4,4,4,4,5,5,4,4,4,3,3,4,3,3,3,3,2,1,1,2,2,2,2,2,2,1,2,1,1,1,0,0,-1,-1,-3,-3,-3,-3,-4,-3,-3,-3,-2,-2,-2,-2,-3,-3,-3,-4,-5,-4,-4,-5,-6,-6,-6,-6,-5,-5,-4,-5,-4
Dtx3l,748,3,2,2,3,3,3,4,4,4,3,3,3,3,3,2,2,1,2,2,2,2,0,0,0,-2,-3,-2,-1,-1,0,1,1,0,0,-1,0,0,0,1,3,3,2,2,1,1,1,1,1,1,2,2,3,3,3,4,4,2,2,2,2,2,2,3,1,1,0,1,1,1,0,0,1,1,2,2,2,2,1,1,0,0,0,1,1,1,1,2,2,2,1,0,-1,-2,-1,0,0,-2,-3,-4,-4
Gfpt1,697,4,2,2,3,3,3,2,2,2,2,2,2,2,1,0,0,-1,-3,-1,-2,-2,-2,-2,-2,-2,-3,-2,-2,-2,-3,-3,-1,0,0,0,1,2,3,3,3,2,1,0,1,1,2,2,3,1,2,1,2,1,1,0,0,-2,-2,-2,-2,-2,-3,-4,-5,-5,-5,-5,-6,-6,-6,-5,-5,-4,-4,-4,-5,-5,-5,-4,-4,-3,-2,-1,-2,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
Tdrd7,1086,2,1,2,3,3,4,4,3,3,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,1,1,0,0,0,0,1,2,1,0,0,0,1,2,2,1,1,1,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,0,1,1,1,1,2,3,4,4,4,4,6,6,6,6,6,6,6,7,7,8,10,10,10,9,9,9,9,8,8,9,8,9,8,8,8,8,7,6,6,6,5
Ell2,639,1,0,0,1,1,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,2,2,3,3,2,3,3,3,3,3,3,2,2,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-2,-2,-2,-3,-3,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-1,-1,-1,-1,-1,-1,-1,0,-1
Rnaseh2c,166,4,3,2,2,2,2,3,3,3,4,5,4,4,3,3,2,3,2,2,2,2,2,1,2,2,1,1,0,-1,-1,-1,-1,-1,-1,0,1,2,2,2,3,2,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,-1,-1,-1,-2,-2,-2,-2,-2,-3,-3,-2,-2,-2,-3,-4,-3,-3,-4,-5,-5,-5,-6,-6,-6,-7,-6,-6,-5,-7,-6,-5,-5,-5,-5,-5,-6,-6,-6,-6
Mthfr,654,1,0,0,0,1,1,0,-1,-1,-2,-1,-1,-2,-1,-2,-1,-1,0,0,1,2,3,3,3,3,3,1,3,3,3,2,2,1,1,1,1,1,3,3,4,2,2,3,2,2,1,2,1,2,1,-1,-1,-1,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,-1,-1,-2,-1,-1,-1,-2,-1,-2,-2,-2,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-2
Dus2,493,4,3,3,2,2,2,2,1,1,1,1,1,0,-2,-2,-2,-3,-3,-2,-2,-2,-3,-3,-2,-1,-1,-1,-1,-3,-3,-3,-3,-3,-2,-3,-3,-3,-2,-2,-3,-4,-3,-2,-1,-1,0,1,1,-1,0,-1,-1,-1,-1,-2,-2,-2,-2,-1,-1,-1,-1,-2,-2,-2,-1,-1,-1,-1,0,1,1,1,1,0,-1,-2,-2,-1,-2,-1,-2,-2,-3,-3,-3,-3,-3,-2,-3,-3,-3,-2,-1,0,-1,-1,-1,-1,-1
Mrpl10,262,4,4,4,4,4,5,5,5,6,6,5,5,5,5,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,4,3,3,4,4,4,5,3,2,1,1,1,1,2,2,3,4,4,3,3,2,2,2,2,3,2,1,2,2,2,2,2,2,1,1,1,0,1,2,2,1,0,1,0,0,0,0,0,1,1,2,3,3,4,3,4,4,4,4,4,4,4,4
Gsr,500,5,4,3,3,3,3,2,2,2,1,1,1,1,1,0,0,0,-1,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-2,-1,-1,0,-1,-1,-1,-1,0,0,1,1,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,3,3,3,2,2,1,1,1,2,1,1,0,-1,-1,-1,-1,-1,-1,-1,-2,-2,-1,-1,-1,-2,-3,-3,-3,-2,-2,-1,0,-1,-1,-1,0
Mefv,767,0,-1,-1,-2,-3,-2,-2,-1,-1,0,0,0,1,1,2,3,3,3,3,4,5,5,7,6,6,5,5,4,4,4,4,4,4,3,3,2,2,2,3,2,2,2,1,1,1,2,2,2,2,1,2,2,1,1,0,-1,-1,0,1,1,1,1,1,1,2,2,2,1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-3,-3,-2,-2,0,1,1,1,0,0,-1,-1,-1,-1,-1,-2,-2,-1,0,0
Tbk1,729,4,3,3,2,2,2,2,2,3,3,3,3,3,4,4,4,4,5,5,5,4,4,4,4,5,3,3,1,1,0,0,1,1,2,2,3,3,3,2,3,3,3,3,3,2,1,0,-1,-1,-1,1,1,2,2,1,2,2,2,2,2,1,0,0,0,0,-1,-1,-1,-1,-3,-4,-4,-4,-4,-3,-2,-1,-1,-1,-2,-3,-4,-5,-5,-5,-5,-5,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-3,-4,-3
Tgm2,686,-4,-5,-5,-4,-2,-1,-1,-1,1,0,1,2,2,3,3,3,2,2,3,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,1,0,-1,-1,-2,-3,-5,-5,-5,-5,-4,-4,-2,-2,-3,-3,-3,-3,-3,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-4,-5,-5,-4,-3,-3,-3,-3,-4,-4,-5,-5,-5,-5,-5,-4,-4,-4,-3,-2,-1,-1,-1,-1,-2,-2,-2,-2,-1,-1,-1,0,0,0
Ptgs2,604,3,1,1,1,0,0,0,0,-1,-1,-1,0,0,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-2,-3,-3,-2,-1,-1,0,0,0,0,2,2,2,1,1,2,2,2,1,1,1,1,1,1,3,3,3,3,3,3,4,4,4,4,3,3,2,3,3,3,2,2,3,3,3,3,3,3,4,4,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,1,1
Fyttd1,283,4,2,2,1,1,0,-1,-2,-2,-1,-1,-1,0,1,0,0,1,2,2,2,1,1,1,1,1,3,4,4,5,4,4,5,5,6,6,7,9,9,10,9,10,10,9,8,9,9,8,7,7,7,7,8,7,7,7,6,6,7,7,8,8,8,8,7,8,9,9,9,8,8,7,7,7,7,7,7,7,8,9,9,9,8,8,9,10,10,9,8,8,7,7,8,8,8,7,6,4,5,5,5
Acin1,565,-6,-7,-6,-6,-7,-7,-8,-10,-9,-7,-8,-7,-7,-7,-6,-5,-5,-5,-4,-3,-2,-1,-1,-1,-1,-1,0,1,1,1,2,2,2,2,3,4,4,5,3,2,3,3,3,3,4,4,5,6,5,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,6,6,6,6,6,4,3,3,2,2,2,2,2,1,1,1,1,0,-1,-2,-2,-3,-4,-4,-3,-3,-3,-3,-4,-5,-6
Peli1,418,0,-1,-1,-2,-1,0,1,3,4,4,5,5,4,4,4,5,5,5,6,7,7,7,7,8,8,8,8,8,8,8,8,8,8,9,8,8,7,7,6,6,5,5,6,5,5,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,-1,-2,-2,-2,-2,-3,-2,-1,-1,-1,-2,-2,-2,-2,-3,-3,-4,-4,-4,-5,-5,-5,-5,-4,-4,-4,-4,-3,-3,-4,-4,-3,-3
Mlh1,760,2,1,1,2,1,1,1,0,0,-1,-2,-3,-2,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-2,-1,-1,-1,0,0,1,2,2,1,0,-1,-1,-1,-1,-2,-1,-1,-1,-2,-1,0,0,0,-1,-1,-2,-3,-3,-3,-2,-2,-2,-2,-2,-2,-3,-3,-2,-2,-2,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,0,1,0,0,1,1,1,1,2,2,2
Irgm2,395,-5,-6,-5,-4,-4,-3,-1,-1,-2,-1,-1,-2,0,-1,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,2,3,3,3,3,1,2,2,3,3,3,2,2,2,2,2,2,1,3,3,3,3,3,2,1,1,0,-1,-1,-2,-2,-2,-2,-2,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,-1,-1,0,0,-1,0,0,0,0,0,0,0
Rnf149,394,4,3,3,3,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-3,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-4,-4,-4,-3,-3,-3,-3,-3,-3,-3,-2,-3,-4,-3,-3,-2,-2,-2,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,0,0,-1,-2,-1,-1,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,2,1,2,2,3,3,2,2,3,4,4,4,4
Akt3,479,5,4,3,4,4,4,4,4,3,5,4,5,5,5,3,2,1,2,2,2,1,1,1,0,0,-1,-1,-1,0,0,-1,-1,0,1,1,0,1,1,2,1,2,1,1,1,2,3,4,4,4,4,4,4,4,4,3,4,4,4,3,3,2,2,2,0,-1,1,-1,-2,-3,-3,-4,-4,-4,-4,-4,-5,-5,-6,-5,-5,-5,-4,-4,-5,-5,-7,-6,-6,-6,-6,-5,-5,-5,-4,-3,-4,-4,-3,-3,-3
Dnaja2,412,2,1,1,2,1,1,2,2,0,1,1,2,2,2,2,1,2,2,3,2,2,3,3,4,4,2,1,1,1,0,-1,-2,-1,-1,-1,-1,-1,-2,0,-1,-1,-2,-2,-2,-2,0,-2,-2,-3,-2,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3,-2,-3,-4,-3,-3,-3,-2,-3,-3,-3,-2,-2,-2,-2,-2,-1,0,0,0,1,2,3,3,2,2,3,3,3,3,3,4,4,4,4,3,2,2,2,2
Slc23a2,605,0,-1,-2,-3,-3,-1,0,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-2,-1,-2,-2,-2,-2,-2,-2,-2,-1,-1,-2,-2,-1,-1,-1,-1,-2,-2,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
Dus2,493,4,3,3,2,2,2,2,1,1,1,1,1,0,-2,-2,-2,-3,-3,-2,-2,-2,-3,-3,-2,-1,-1,-1,-1,-3,-3,-3,-3,-3,-2,-3,-3,-3,-2,-2,-3,-4,-3,-2,-1,-1,0,1,1,-1,0,-1,-1,-1,-1,-2,-2,-2,-2,-1,-1,-1,-1,-2,-2,-2,-1,-1,-1,-1,0,1,1,1,1,0,-1,-2,-2,-1,-2,-1,-2,-2,-3,-3,-3,-3,-3,-2,-3,-3,-3,-2,-1,0,-1,-1,-1,-1,-1
