Gene,SeqLength,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52,W53,W54,W55,W56,W57,W58,W59,W60,W61,W62,W63,W64,W65,W66,W67,W68,W69,W70,W71,W72,W73,W74,W75,W76,W77,W78,W79,W80,W81,W82,W83,W84,W85,W86,W87,W88,W89,W90,W91,W92,W93,W94,W95,W96,W97,W98,W99,W100
Fth1,182,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-3,-2,-3,-3,-3,-2,-2,-1,-1,-1,-2,-1,-1,-1,-1,0,0,0,0,-1,-2,-1,-2,-2,-2,-3,-2,-2,-2,-1,0,-1,0,1,2,2,2,2,2,2,2,1,0,0,1,2,2,1,2,2,2,1,1,1,1,2,1,1,1,-1,-1,-1,-1,-1,-2,-3,-2,-3,-3,-3,-3,-3,-2,-2,-4,-5,-5,-3,-4,-3,-2,-3,-1,-1,-2,-2,-2
Clic4,253,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-3,-4,-3,-2,-1,-2,-1,-1,0,0,1,1,1,1,0,0,0,0,0,0,2,3,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,1,1,0,1,1,1,0,-2,-3,-3,-2,-3,-4,-4,-4,-4,-4,-4,-3,-3,-3,-2,-2,-2,-2,-1,-1,-1,-1,-1,-2,-2,-1,-1,-1,-3,-3,-2,-1,0,0,1,2,2,2
Golga5,729,0,-1,-1,-1,-1,-1,0,0,1,1,0,-1,0,1,0,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-2,-3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,-3,-1,-1,-1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,3,2,2,1,1,1,0,1,1,1,1,1,1,1,2,3,4,4,4,3,3,1,0,-1,-1,0,0,-1,-1,-1,-1,0
Fyttd1,249,6,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3,3,3,3,5,4,5,6,6,6,6,5,5,3,3,4,4,4,4,4,4,3,3,4,4,5,5,6,6,6,7,7,8,8,7,8,7,6,6,6,6,7,7,8,9,8,8,8,8,8,8,9,9,8,8,7,7,7,7,7,6,6,5,5,6,5,5,5,6,6,6,5,6,6,5,6,6,6,7,7,7,6,7
Gda,454,3,1,1,1,1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-2,-3,-3,-3,-3,-3,-4,-3,-3,-3,-2,-2,-2,-2,-3,-1,-1,-1,-2,-2,-1,-2,-1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,-1,-2,-2,-1,-2,-2,-2,-3,-2,-2,-2,-2,-3,-3,-3,-2,-2,-4,-3,-3,-3,-3,-4,-3,-3,-3,-2,-2,-2,-2,-2,-1,-2,-2,-1,-1,0,0,0,-1,-1,-1,-2,-3,-3,-3,-3,-1,-1,-1,0
Gripap1,274,1,0,0,0,0,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,3,3,2,2,2,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,-1,-1,-1,0,-2,-2,-1,-1,-1,-2,-2,-2,-1,-1,-1,-1,-2,-2,-1,-1,-1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,3,3,4,3,3,2,3
Gas7,421,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,2,2,3,3,3,3,3,3,3,2,1,1,1,1
Kpna3,521,5,3,3,4,4,3,3,4,6,6,7,7,6,4,4,4,3,4,4,5,4,5,5,6,5,4,3,2,1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-3,-3,-4,-5,-4,-3,-4,-4,-4,-5,-6,-7,-7,-7,-7,-8,-7,-6,-6,-6,-5,-4,-4,-3,-3,-2,-2,-1,0,0,0,0,0,0,-1,0,1,1,1,1,0,-1,-1,-1,0,1,1,1,1,1,1,1,1,2,2,2,1,2,0,-2,-2,-2
Mertk,466,-2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-3,-3,-3,-3,-3,-3,-2,-2,-2,-2,-2,-2,-1,-2,-2,0,0,0,1,1,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
Kxd1,177,-1,-2,0,0,0,1,0,1,1,-1,0,0,0,-1,-2,-2,-2,-2,-2,-2,-2,-2,-1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,2,1,1,0,1,2,3,2,2,1,1,1,1,2,3,3,3,3,3,4,4,5,6,5,6,6,6,6,5,4,4,4,4,5,5,3,2,3,3,4,3,2,1,-1,-3,-4,-5,-5,-5,-6,-6,-7,-7,-7,-8,-8,-8,-8,-7,-8,-8
Pex7,1038,5,5,5,6,5,5,5,4,4,4,5,5,4,4,5,5,6,6,6,6,5,4,3,2,2,1,1,0,0,0,0,-2,-2,-3,-3,-2,-2,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,2,2,1,1,0,1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,2,2,2,2,2,2,2,1,0,0,0,1,1,1
Kpna4,521,5,3,3,4,4,4,3,4,6,6,7,7,6,4,4,4,3,4,4,5,4,5,5,6,5,4,3,2,1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-3,-3,-4,-5,-4,-3,-4,-4,-4,-5,-6,-7,-7,-7,-7,-8,-7,-6,-6,-6,-5,-4,-4,-3,-3,-2,-2,-1,0,0,0,0,0,0,-1,0,1,1,1,1,0,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,-3,-3,-3
Itsn1,538,5,3,3,3,3,3,3,5,5,6,6,5,3,3,3,2,3,3,4,4,4,4,5,6,5,3,1,0,-2,-2,-2,-1,-1,-1,-2,-2,-3,-4,-4,-6,-7,-6,-5,-5,-5,-5,-7,-8,-9,-9,-9,-9,-9,-9,-8,-7,-7,-7,-6,-6,-5,-5,-5,-5,-4,-4,-4,-5,-5,-4,-4,-4,-4,-4,-4,-3,-2,-1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1
Plin2,425,0,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,-2,-1,-1,-1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,2,1,0,0,0,0,1,1,1,2,1,1,1,1,1,1,0,1,1,0,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,-1,0,-1,-1,0,1,0,0,0,0,1,0,0
Pxk,582,-1,-2,-2,-2,-2,-2,-3,-3,-3,-2,-2,-3,-2,-2,-2,-1,0,-1,-1,-1,-1,-1,-1,-1,0,2,2,2,1,1,0,0,0,0,0,1,1,1,1,0,0,0,-1,-1,-1,-1,-1,0,1,2,2,2,2,2,1,-1,0,-1,0,0,1,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,-1,-1,0,0,2,2,2,1,2,1,1,0,0,0,0,0,0
Mff,250,1,0,0,1,1,0,-1,-2,-2,-3,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-2,-2,-3,-3,-3,-3,-3,-3,-4,-4,-4,-4,-4,-4,-5,-5,-5,-4,-4,-3,-2,-2,-1,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-1,-2,-2,-1,-1,-1,-1,0,0,1,2,2,2,1,2,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,-1,-2,-3,-3,-2,-2,-3,-3,-2,-2,-1,0,0,0
Rab43,215,2,1,2,2,3,3,3,3,2,2,1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,1,1,2,2,3,3,2,2,3,3,3,3,3,3,3,2,2,1,0,0,0,0,2,1,1,1,0,1,1,1,0,0,0,0,-2,-2,-2,-2,-3,-3,-3,-3,-4,-3,-3,-3,-3,-3,-2,-2,-2,-2,-2,-1
Rab11fip1,645,3,3,3,4,4,4,4,4,4,3,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3,3,3,1,2,2,1,1,0,0,0,0,1,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-2,-1,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,0,0,0,0,0,1,1,1,1,2,2,1,1,0,0,1,0,0,0,1,0,0,0,1,2,3,4,4,3,3,3
Poldip3,420,4,4,4,6,6,6,6,7,8,8,8,7,6,5,5,5,6,6,5,5,4,4,4,5,4,3,3,4,4,5,5,4,4,3,2,2,3,3,4,4,4,4,5,4,4,5,3,4,4,4,4,5,4,3,4,5,6,5,6,5,6,6,6,5,6,7,5,5,4,4,4,5,5,6,6,5,6,5,5,5,6,5,7,7,6,6,4,4,4,3,3,3,3,4,5,5,7,7,7,7
Ric1,1422,3,3,3,3,3,3,3,3,3,2,1,2,2,2,2,2,1,1,2,2,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,2,2,3,3,2,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,-1,0,1,1,0,-1,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,3,2,1,1,1,1,0
Scfd1,639,5,4,5,5,5,4,4,3,3,3,3,4,4,3,4,3,2,3,3,3,3,1,0,0,0,0,0,0,0,0,1,0,-1,0,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-3,-2,-2,-4,-4,-4,-4,-5,-4,-4,-4,-4,-5,-5,-4,-4,-3,-4,-3,-4,-4,-4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,0,1,0,-1,0,-1,-1
Ranbp3,491,2,1,1,2,2,1,1,2,2,0,0,-1,-1,-2,-3,-3,-3,-3,-3,-3,-3,-4,-2,-2,-3,-2,-3,-4,-4,-4,-4,-4,-4,-5,-6,-4,-4,-4,-3,-2,-1,0,1,2,3,3,3,3,3,3,3,3,2,1,2,1,1,1,1,1,2,2,3,3,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,2,3,3,3,2,2,2,1
Slc15a3,578,5,5,6,6,6,5,5,6,7,7,7,7,6,6,6,6,6,6,6,6,6,6,5,5,5,4,4,4,3,2,2,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
Sec24b,699,3,2,1,1,2,1,1,1,1,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-3,-3,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,0,-1,-2,-3,-4,-4,-4,-4,-4,-2,-3,-3,-3,-3,-4,-4,-4,-5,-5,-5,-5,-5,-6,-6,-6,-6,-6,-5,-5,-5,-5,-4,-2,-1,0,0,0,0,-1,-2,-1,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,0,1,1,2,1,1,1,1
Sec31a,1230,2,1,0,0,-2,-1,-1,0,-1,-1,-1,-1,-1,-1,-2,-2,-2,-3,-3,-4,-4,-4,-5,-5,-5,-5,-6,-6,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-3,-3,-3,-2,-2,-2,-1,-1,-1,0,1,2,1,1,3,3,2,2,3,3,2,2,2,2,2,2,1,1,1,1,0,0,0,-1,-2,-2,-2,-1,-1,-1,-2,-2,-2,-1,-3,-3,-2,-2,-2,-2,-1,-2,-1,-1,-1,-1,0,0,1,1,1,0
Slc28a2,660,0,-1,0,-2,-2,-2,-2,-3,-4,-5,-6,-6,-6,-6,-6,-6,-5,-5,-6,-7,-6,-6,-6,-6,-6,-5,-5,-5,-4,-3,-2,-2,-2,-1,-1,-2,-2,-1,-1,1,2,2,2,1,2,2,2,2,3,4,5,6,6,6,6,6,6,6,6,5,4,4,4,4,4,4,4,3,3,2,2,2,2,3,2,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3
Slc66a2,271,-1,-2,-1,-1,0,0,0,0,1,0,0,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,1,1,0,0,-1,0,0,0,1,2,3,3,3,3,3,3,2,2,3,2,1,0,0,1,0,0,0,1,3,3,2
Sh3gl1,396,1,0,1,2,3,4,4,3,3,3,2,2,2,3,4,4,4,5,4,4,4,4,3,3,2,3,3,3,2,3,2,2,3,2,2,1,2,3,3,3,5,5,4,3,2,2,1,0,0,0,0,0,1,0,0,-1,0,0,2,2,3,3,3,3,3,3,2,3,3,3,1,1,2,2,2,2,2,3,3,3,4,5,4,5,5,5,4,5,3,2,2,2,2,2,1,2,2,1,0,1
Slc7a2,657,4,3,4,4,4,3,3,3,2,2,2,2,1,1,1,1,0,-1,-2,-2,-2,-2,-2,-1,-1,-1,0,1,0,-1,-1,0,-1,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,-1,-1,-1,-1,-1
Slc4a7,1118,-2,-3,-2,-2,-2,-1,-1,-1,-2,-1,-2,-2,-2,-3,-3,-3,-2,-3,-3,-2,-1,0,0,0,0,1,0,0,0,1,1,1,1,2,2,2,3,3,5,4,5,7,7,9,10,11,9,10,9,10,9,9,9,9,8,7,7,8,7,6,5,5,5,3,2,2,1,1,1,1,1,0,0,-1,-2,-3,-3,-5,-5,-7,-7,-8,-8,-8,-7,-6,-7,-8,-7,-7,-8,-8,-9,-9,-9,-9,-9,-8,-10,-10
Slc2a6,497,-3,-4,-4,-2,-2,-1,0,-1,-1,0,0,0,1,1,2,2,2,2,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,2,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
Slco3a1,710,6,6,7,7,6,5,5,5,5,5,6,6,6,6,5,5,4,5,5,5,5,6,7,7,7,6,6,5,4,3,2,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-2,-2,-1,-1,-1,0,0,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2
Stard3,235,-1,-2,-2,-2,-2,-2,0,0,-1,0,0,-1,-1,0,-1,0,1,1,1,1,0,0,1,1,2,2,2,2,2,2,2,2,1,1,1,1,0,0,1,1,1,2,2,0,1,0,-1,-1,-1,-1,0,-1,-2,-3,-3,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-2,-2,-2,-2,-1,-1,0,0,1,1,1,1,0,-1,0,0,1,1,2,3,3,3,3,3,3,3,4
Slc9a3r1,758,-2,-3,-3,-3,-4,-2,-2,-2,-1,-1,-1,-2,-2,-2,-3,-4,-4,-4,-4,-4,-4,-4,-4,-3,-2,-1,-1,-1,-2,-2,-1,-1,-1,0,1,0,1,1,2,2,2,3,3,3,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,4,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,0,0,0,0,0
Stau1,2549,2,1,2,2,1,0,0,1,1,2,2,2,3,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,0,-1,-2,-2,-2,-2,-1,-1,-1,-2,-2,-3,-3,-3,-4,-4,-4,-4,-4,-4,-4,-5,-5,-4,-5,-5,-3,-3,-3,-3,-2,-1,-1,-1,-2,-2,-2,-1,-1,-2,-2,-2,-2,-2,-2,0,0,0,1,1,1,2,2,2,4,3,2,2,2,2,2,1,1,1,1,1,0,0,0,1,2,2
Stxbp3,592,4,2,2,3,3,3,3,4,2,1,1,0,0,1,1,1,0,-1,-1,-2,-1,-1,-1,-2,-1,0,-1,-3,-4,-3,-3,-2,-2,-4,-4,-4,-4,-3,-2,0,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,0,0,0,2,3,3,2,2,2,2,4,3,3,3,2,3,2,2,3,4,3,4,4,3,3,3,3,3,3,2,2,2,2,0,0,0,1,1,2,2,2,3,3,3,3,3,3
Snx18,614,0,-1,-2,-2,-4,-4,-6,-6,-6,-6,-6,-6,-7,-7,-6,-5,-5,-6,-4,-4,-4,-4,-5,-4,-4,-3,-3,-3,-3,-3,-2,-2,-1,-2,-1,-1,0,0,0,-1,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-2,-2,-2,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stx7,232,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-4,-3,-1,-1,-1,-1,1,0,0,-2,-3,-3,-3,-2,-2,-2,-2,-3,-3,-3,-2,-4,-4,-5,-6,-7,-7,-6,-6,-5,-4,-5,-6,-7,-6,-6,-7,-6,-6,-5,-3,-3,-2,-2,-1,0,1,1,1,1,2,3,3,5,5,6,7,6,6,6,6,6,6,6,5,5,5,6,6,5,4,5,4,4,4,3,2,3,2,2,0,0,0,-1,1,1,0,0,0,1
Stx11,287,-3,-5,-7,-6,-7,-7,-8,-7,-8,-8,-7,-7,-8,-9,-9,-9,-7,-7,-7,-7,-8,-7,-7,-7,-8,-7,-7,-6,-6,-6,-7,-7,-6,-5,-4,-4,-3,-2,-1,-1,-1,0,1,1,1,1,0,1,2,2,3,3,3,5,7,6,6,6,6,6,6,8,8,7,7,7,8,7,6,6,6,5,5,6,6,7,7,6,6,5,5,5,4,3,2,2,2,3,3,3,3,2,2,2,1,1,1,1,2,2
Synj1,486,0,-1,-2,-3,-3,-3,-1,0,0,0,-1,-1,0,0,0,0,1,0,1,1,3,3,2,3,3,2,1,1,1,0,-1,-2,-1,0,1,2,1,2,2,2,3,2,3,3,3,3,3,4,3,3,1,2,3,2,2,2,2,2,2,1,1,1,2,2,1,-1,-1,-2,-2,-3,-3,-1,-2,-2,-2,-2,-2,-3,-4,-4,-4,-4,-4,-3,-3,-3,-3,-2,-3,-2,-2,-1,-1,-1,-1,0,0,0,0,2
Tap2,762,2,0,0,0,0,-1,-2,-3,-3,-2,-2,-2,-2,-2,-2,-3,-3,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,0,0,-1,0,0,0,0,0,1,1,2,3,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Tbc1d13,200,4,2,1,0,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-2,-2,0,0,1,1,1,-1,-1,-1,-1,0,1,0,1,1,2,3,3,2,2,2,2,2,1,2,2,2,2,2,3,3,2,2,1,2,2,3,3,3,3,2,1,1,0,-1,-1,-1,-1,0,1,1,1,0,1,0,0,1,1,1,2,2,2,1,0,-1,-1,-1,-2,-3,-3,-4,-3,-3,-3,-2,-2,-2,-1,-1,-3,-3,-4,-4,-3
Tap1,762,2,0,0,0,0,-1,-2,-3,-3,-2,-2,-2,-2,-2,-2,-3,-3,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,0,0,-1,0,0,0,0,0,1,1,2,3,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Tnfaip2,691,3,3,3,2,2,1,1,0,0,-1,-1,-1,-1,-1,-2,-2,-2,-2,-3,-4,-4,-4,-4,-4,-4,-5,-5,-5,-6,-7,-8,-10,-11,-11,-11,-9,-8,-6,-7,-5,-4,-4,-3,-3,-2,-2,-2,-2,-1,0,0,0,0,1,1,3,4,5,7,8,8,9,10,11,11,10,8,7,7,6,5,5,5,5,6,6,5,5,4,4,4,4,4,3,3,1,-1,-2,-2,-4,-3,-3,-4,-5,-5,-4,-3,-4,-3,-3
