Gene,SeqLength,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52,W53,W54,W55,W56,W57,W58,W59,W60,W61,W62,W63,W64,W65,W66,W67,W68,W69,W70,W71,W72,W73,W74,W75,W76,W77,W78,W79,W80,W81,W82,W83,W84,W85,W86,W87,W88,W89,W90,W91,W92,W93,W94,W95,W96,W97,W98,W99,W100
Igtp,424,0,-1,-1,-2,-2,-2,-2,-2,-2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-2,-3,-2,-2,-3,-2,-1,-1,-1,-1,-2,-2,-2,-1,0,0,-1,-1,-1,-1,-2,-3,-2,-2,-3,-3,-3,-3,-3,-3,-2,-1,-1,-1,0,-2,-3,-4,-3,-3,-2,-2,-2,-3,-3,-1,0,0,0,0,1,1,0,-1,-1,-2,-2,-2,-2,-2,-3
Hck,786,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-2,-2,-2,-3,-3,-4,-4,-4,-4,-5,-5,-5,-4,-4,-4,-3,-3,-4,-5,-5,-5,-5,-5,-6,-6,-5,-4,-3,-3,-4,-3,-3,-3,-2,-3,-3,-3,-3,-3,-2,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,1,0,0,-1,-1,0,-1,-1,-1,0,1,2,3,3,3,3,2,2,0,0,1,1,1,2,1,1,1,1,1,1,1,2
Ifi44,422,6,5,5,5,5,5,4,4,4,4,4,4,5,4,4,3,3,3,3,3,3,3,2,1,1,1,1,0,1,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,-1,-1,-2,-1,-1,-1,-1,-1,-1,1,2,2,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,2,2,2,2,2
Ifi205a,404,1,1,1,1,2,2,0,-2,-3,-3,-3,-4,-2,-2,-2,-1,-1,-1,-1,-2,-2,-2,-2,-2,-1,0,-1,-1,-1,-2,-2,-3,-2,-3,-2,-2,-1,0,1,1,0,2,1,1,1,1,2,3,4,4,3,3,3,4,4,2,3,3,2,3,3,2,1,2,1,1,0,0,0,1,2,0,0,0,0,0,-1,-2,-3,-3,-2,-2,-2,-3,-4,-3,-4,-4,-4,-3,-3,-1,0,0,0,0,1,0,-1,-2
Il36g,574,-2,-3,-3,-3,-3,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-4,-4,-4,-3,-2,-2,-2,-2,-1,-1,-1,-1,0,0,1,1,1,1,1,2,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,1,1,1,1,0,0,0,0,0
Il1rn,178,0,0,2,2,2,3,3,3,3,3,4,4,4,3,3,3,3,4,4,4,4,4,5,6,6,6,6,5,5,5,5,4,3,3,3,2,2,3,3,2,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-2,-2,0,0,0,0,-1,-1,-1,-1,-1,-1,-2,-2,-2,-1,-1,0,-1,-3,-4,-3,-2,-2,-2,-2,-3,-2,-2
Mefv,269,-6,-7,-6,-6,-6,-6,-5,-5,-5,-6,-5,-5,-5,-5,-6,-6,-6,-5,-4,-4,-3,-3,-3,-3,-2,-2,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,0,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-4,-5,-6,-5,-6,-6,-6,-7,-7,-7,-8,-9,-10,-11,-11,-11,-11,-11,-10,-10,-9,-9,-9,-8,-8,-8,-8,-8,-7,-7,-5,-5
Irgm1,342,2,1,-1,-2,-1,0,0,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,1,3,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-2,-2,-2,-3,-3,-3,-3,-3,-3,-4,-4,-3,-3,-3,-3,-3,-3,-4,-3,-3,-3,-3,-4,-4,-4,-5,-5,-6,-6,-6,-7,-7,-7,-6,-6,-6,-5,-5,-5,-3,-4,-5,-5,-6,-7,-7,-7,-6
Itgb7,806,-2,-3,-3,-3,-3,-4,-5,-5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-5,-4,-3,-4,-4,-4,-4,-4,-4,-3,-3,-3,-2,-2,0,1,1,2,2,2,2,2,2,1,1,0,0,1,2,2,2,3,3,2,1,1,1,1,2,2,2,2,2,2,0,0,-1,-2,-2,-1,-1,0,0,0,0,1,1,-1,-1,-1,-1,-2,-3,-2,-2,-1,-1,-2,-3,-3,-3,-3,-3,-3,-2,-2,0,1,2
Lyn,581,2,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-2,-2,-2,-2,-3,-2,-1,-1,0,0,1,1,1,1,2,3,3,3,3,4,4,4,5,5,5,5,4,4,6,6,5,4,3,3,4,3,2,3,3,3,2,2,2,2,2,1,1,1,1,0,1,1,1,0,1,1,2,2,1,1,1,1,2,2,3,3,3,1,1,1,1,1
Mndal,538,4,2,2,4,4,3,3,4,4,4,3,1,1,0,2,2,2,3,4,3,3,3,1,0,1,0,0,1,1,0,-1,0,-1,-1,-1,-1,-1,-2,-2,-3,-2,-1,0,0,-1,0,-1,-1,-1,1,2,2,4,5,3,4,4,4,4,4,5,6,8,7,7,8,7,8,8,9,9,10,10,12,12,11,11,10,10,9,8,8,6,6,7,6,6,5,6,5,4,3,3,3,3,2,2,1,2,3
Rps6kc1,1056,2,2,2,2,2,3,3,3,3,4,6,6,6,4,3,3,3,2,2,3,3,3,3,4,4,3,2,2,3,4,4,3,4,3,3,2,2,2,2,2,1,1,1,3,4,4,3,4,4,4,4,4,3,3,3,3,4,4,3,3,3,2,2,3,3,3,2,1,2,2,2,2,2,0,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-2,-2,-2,0,1,0,-1
Relb,501,3,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,3,3,3,4,4,5,5,4,4,2,2,3,3,3,3,3,3,3,2,1,1,1,1,0,0,1,2,2,1,1,0,0,-1,-2,-1,-3,-3,-2,-2,-1,0,-2,-2,-3,-3,-3,-3,-3,-3,-2,-2,-1,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,1,0,0,0,-1,-2,-1,-1
Src,1992,3,2,3,3,3,3,3,3,3,3,3,2,1,1,1,0,-1,-1,-1,0,1,1,2,2,2,2,2,1,1,1,1,1,-1,-1,-1,-1,-1,0,-1,-2,-2,-3,-4,-5,-5,-5,-5,-6,-6,-7,-9,-9,-9,-8,-7,-7,-6,-5,-5,-4,-5,-5,-4,-4,-3,-3,-3,-4,-3,-1,-1,0,2,3,2,2,2,3,2,2,3,3,3,2,0,0,-1,-1,-1,-2,-1,-1,0,-1,-1,-1,-1,-1,-1,-2
Syk,618,-1,-3,-3,-2,-2,-2,-2,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,0,0,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,-1,-1,-1,-2,-2,-2,-2,-2,-2,-1,0,0,0,0,1,0,0,0,0,-1,-1,-1,0,0,0,0,-1,-1,-1,0,0,0,1,1,2,1,1,1,2,1
Sting1,337,5,4,4,4,4,4,4,5,4,4,4,4,3,3,2,3,3,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,-1,-2,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
Rel,518,4,4,3,3,2,2,1,1,2,2,1,1,2,2,2,2,2,2,4,2,2,2,3,4,4,3,3,3,2,2,2,1,2,1,1,2,1,1,1,1,0,0,-2,-2,-2,-2,-3,-2,-3,-2,-2,-2,-2,-3,-3,-3,-3,-3,-2,-2,-2,-1,-1,1,0,-1,-1,-1,-1,-1,0,0,2,2,2,2,3,2,2,2,2,2,2,2,2,1,0,0,1,1,0,-1,-3,-4,-3,-3,-2,-1,-1,-1
Ripk2,539,1,0,0,0,1,1,2,2,2,1,1,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,3,2,2,1,2,2,1,1,1,2,0,0,-1,0,0,-1,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-1,-1,-1,-2,-2,-2,-1,-1,-1,-1,-2,-2,-3,-4,-4,-4,-4,-3,-2,-2,-3,-3,-3,-4,-4,-3,-3,-2,-2,-1,-1,0,0,0,1,0,0,0
Slamf7,132,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-2,-3,-2,-2,-1,0,1,1,1,0,0,0,1,2,2,3,2,3,3,2,3,3,5,5,4,4,4,4,4,4,4,5,5,5,5,4,3,3,3,2,2,2,1,2,2,1,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,5,6,6,5,4,3,3,2,2,2,1,1,1,0,1,0,0,0,-1
Tlr2,784,3,1,1,0,0,0,0,-1,-1,0,0,1,1,1,1,1,1,1,1,1,0,-1,-1,-1,-1,0,1,1,0,0,0,1,1,2,2,2,2,3,3,2,2,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,3,3,3,2,1,0,0,0,0,0,0,0,1,1,-1,-1,-1,-2,-2,-2,-3,-3,-3,-3,-3,-4,-4,-4,-5,-5,-5,-5,-5,-4,-4,-3,-3,-3,-2,-2,-2
Stat1,191,0,-1,0,-1,-2,-2,-4,-5,-5,-5,-3,-3,-2,-2,-2,-1,-1,-1,0,1,1,1,0,1,-1,0,0,1,-1,-2,-2,-3,-4,-4,-4,-5,-4,-4,-3,-2,-3,-2,-2,-2,-1,-2,-1,-1,-1,-1,0,0,2,1,3,2,1,1,2,3,4,6,6,6,6,7,7,7,6,4,3,2,2,2,2,4,5,7,6,6,5,5,3,4,3,4,5,5,4,4,3,2,1,1,0,1,1,1,1,2
Tpd52,224,-4,-5,-4,-4,-5,-4,-4,-3,-3,-3,-2,-1,-1,-1,-1,-1,-1,0,0,2,2,1,1,1,0,-1,-2,-2,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-6,-7,-8,-8,-9,-10,-10,-10,-9,-9,-9,-9,-8,-7,-7,-8,-8,-7,-7,-7,-7,-7,-7,-7,-7,-7,-6,-5,-6,-5,-4,-3,-2,-3,-2,0,1,1,0,1,1,1,0,0,1,1,2,3,3,3,3,3,4,4,4,4,3,2
Tapbpl,451,-1,-3,-2,-2,0,0,0,0,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-3,-4,-3,-3,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,-2,-1,-2,-2,-2,-2,-1,0,0,0,1,1,1,0,-1,-1,0,1,-1,-1,-2,-2,-3,-3,-3,-3,-3,-3,-3,-4,-2,-3,-4,-4,-4,-4,-4,-5,-6,-6,-6,-6,-7,-6,-5,-5,-5,-5,-4,-4,-5,-5,-4,-4,-4,-4,-5,-5,-4,-4,-4,-4,-3,-3,-3,-4,-4,-4
Trim30d,347,-6,-8,-7,-7,-6,-8,-9,-9,-8,-7,-6,-7,-6,-5,-6,-6,-5,-6,-7,-8,-6,-6,-5,-6,-6,-5,-4,-5,-3,-4,-4,-3,-3,-4,-3,-2,-3,-4,-4,-5,-6,-6,-6,-5,-5,-5,-5,-5,-5,-4,-4,-5,-5,-4,-4,-5,-6,-5,-6,-5,-4,-5,-5,-4,-5,-5,-5,-4,-3,-2,-2,-1,-1,-2,-1,-1,-2,-1,-1,-1,-2,-1,-1,-1,0,0,0,0,0,0,0,1,2,3,4,5,6,6,5,6
Trim30a,496,-3,-4,-4,-4,-4,-4,-3,-2,-2,-2,-3,-2,-1,-1,-2,-2,-2,-1,-1,-1,-1,-1,0,-1,0,0,0,0,0,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,3,3,2,1,2,3,4,3,3,4,4,4,4,3,1,0,0,1,1,1,1,1,1,0,0,0,-1,0,0,1,1,1,1,3,3,2,1,1,1,0,0,0,0,1,1,3,3,2,1,1,2,2,2,2,2
Trim21,531,-1,-2,-1,-2,-3,-3,-4,-3,-3,-3,-3,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,0,0,1,0,0,0,0,-1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-2,-2,-3,-3,-3,-2,-2,-2,-2,-2,-2,-1,-2,-2,-1,0,0,-1,-2,-1,-1,-2,-1,-1,0,1,1,1,1
Trim56,507,9,8,9,9,9,8,7,6,6,7,7,7,7,7,7,7,7,6,7,5,4,3,3,3,2,3,3,3,3,2,2,2,3,4,4,4,4,5,5,4,3,3,2,3,1,0,0,1,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,-2,-1,-1,-1,-1,0,-1,-1,0,0,0,0,-1,-1,-2,-3,-2,-1,-1,-2,-1,-1,-1,-1,-1,0,1
Tlr9,662,-1,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-4,-4,-4,-4,-4,-4,-5,-6,-6,-7,-7,-7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-7,-7,-7,-7,-7,-7,-7,-6,-7,-6,-6,-6,-6,-7,-7,-8,-7,-7,-6,-6,-6,-6,-6,-6,-5,-6,-6,-7,-7,-6,-5,-5,-6,-6,-6,-6,-6,-6,-5,-6,-6,-6,-6,-5,-5,-3,-3,-2,-2,-3,-3,-3,-3,-3,-4,-3,-3,-2,-2,-4,-4,-4,-4,-4,-4,-3,-2,-3
