gene,seq_length,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52,W53,W54,W55,W56,W57,W58,W59,W60,W61,W62,W63,W64,W65,W66,W67,W68,W69,W70,W71,W72,W73,W74,W75,W76,W77,W78,W79,W80,W81,W82,W83,W84,W85,W86,W87,W88,W89,W90,W91,W92,W93,W94,W95,W96,W97,W98,W99,W100
Gbp5,590,-2,-3,-3,-3,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,2,2,2,3,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,3,3,3,3,3,3,2,3,3,2,1,2,1,1,1,1,0,0,-1,-1,-1,-1,-2,-2,-3,-3,-4,-5,-4,-3,-3,-4,-4,-4,-4,-4,-4,-5,-5,-4,-4,-4,-4,-4,-4,-4,-3,-3,-2
Pilrb1,224,1,0,-1,0,0,0,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,-1,-1,-2,0,0,1,1,1,1,1,1,0,0,-1,0,0,0,0,1,1,2,2,2,2,2,3,2,2,1,1,2,2
Pilrb1,224,1,0,-1,0,0,0,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,-1,-1,-2,0,0,1,1,1,1,1,1,0,0,-1,0,0,0,0,1,1,2,2,2,2,2,3,2,2,1,1,2,2
Pilrb,224,1,0,-1,0,0,0,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,-1,-1,-2,0,0,1,1,1,1,1,1,0,0,-1,0,0,0,0,1,1,2,2,2,2,2,3,2,2,1,1,2,2
Ly6i,134,0,-1,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-2,-3,-3,-3,-3,-4,-4,-5,-5,-5,-5,-5,-5,-5,-4,-3,-1,-1,0,0,1,1,1,1,1,1,1,1,1,0,0,-1,0,1,1,2,3,3,3,3,3,4,4,4,3,2,1,1,0,-1,-3,-3,-3,-3,-3,-3,-3,-3,-2,-1,-1,0,-1,-2,-2,-2,-2,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2
Ifi205a,404,1,1,1,1,2,2,0,-2,-3,-3,-3,-4,-2,-2,-2,-1,-1,-1,-1,-2,-2,-2,-2,-2,-1,0,-1,-1,-1,-2,-2,-3,-2,-3,-2,-2,-1,0,1,1,0,2,1,1,1,1,2,3,4,4,3,3,3,4,4,2,3,3,2,3,3,2,1,2,1,1,0,0,0,1,2,0,0,0,0,0,-1,-2,-3,-3,-2,-2,-2,-3,-4,-3,-4,-4,-4,-3,-3,-1,0,0,0,0,1,0,-1,-2
Saa3,122,2,1,0,1,0,0,0,1,1,1,1,0,0,1,2,2,2,3,4,4,3,2,3,3,3,3,2,4,4,4,4,3,3,2,4,5,5,4,4,4,4,5,5,4,4,4,4,4,2,2,3,3,2,2,2,3,3,2,2,2,2,3,2,1,0,0,0,-1,-1,-1,-1,-1,-2,-2,-3,-2,-2,-2,0,-1,-2,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1,1,,,,,,,
Fpr2,351,-1,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-1,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,-1,0,0,0,0,0,0,-1
Ms4a4c,131,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-2,-2,-2,-1,0,0,0,0,-1,-1,-1,-1,0,0,0,0,-1,-2
Fas,63,1,0,1,1,2,3,4,4,5,4,4,3,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rsad2,362,2,1,1,1,1,1,2,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,-1,-2,-2,-2,-3,-3,-3,-4,-5,-5,-6,-6,-6,-6,-6,-6,-6,-5,-5,-5,-6,-5,-5,-5,-5,-5,-5,-5,-4,-4,-3,-1,-1,-1,0,0,0,1,2,2,3,3,3,3,3,3,3,3,2,1,1,2,3,3,3,3,2,2,3,3,3,2,2,1,2,2,2,2,2,2,1,0,0,0
Nmes1,83,2,1,1,1,1,1,2,3,3,1,1,0,1,0,1,2,3,3,3,2,2,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,-1,-1,0,1,1,1,1,-1,-2,-3,-2,-2,0,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nos2,136,1,-1,0,-1,-1,-1,-2,-2,-2,-2,-3,-1,-1,-1,-2,-1,-1,-2,-2,-3,-3,-3,-3,-3,-3,-3,-4,-5,-5,-6,-6,-5,-5,-4,-4,-3,-2,-1,-1,-2,-2,-2,-2,-2,-1,-2,-2,-1,-1,0,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,2,2,2,3,3,3
Calhm6,313,4,2,4,3,3,2,2,2,2,3,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,3,3,3,3,3,3,3,3,2,2,2,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
Isg20,300,0,-1,-1,-1,-1,-1,0,0,0,0,-1,1,1,2,3,3,2,2,1,1,1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,0,1,2,1,2,2,2,2,2,2,1,1,2,2,1,1,0,0,0,1,0,-1,0,0,0,0,1,1,1,0,0,0,-1,-2,-2,-2,-2,-2,-2,-3,-2,-1,-2,-2,-1,-1,-1,0,0,-1
Tspan3,253,2,1,1,1,1,1,1,1,1,0,-2,-2,-3,-3,-3,-3,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-3,-3,-2,-2,-2,-2,-1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,0,0,-1,-1,-2,-1,-1,-1,-1,0,0,0,1,1,1,2,2,2
Fpr1,364,1,0,1,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oasl1,511,1,-1,-2,-2,-2,-3,-2,-2,-2,-2,-2,-3,-3,-3,-4,-3,-2,-3,-3,-3,-2,-3,-4,-3,-3,-3,-3,-3,-3,-3,-3,-2,-1,0,0,1,2,2,2,2,2,3,3,3,3,2,2,4,4,4,3,3,4,2,2,2,2,1,2,2,1,1,1,0,0,0,-2,-3,-3,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-1,1,1,2,2,2,2,1,1,1,0,0,0,0,0,0,1,2,2,1
Il1rn,162,4,4,4,4,4,4,5,6,6,6,6,5,5,5,5,4,3,3,3,2,2,3,3,2,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-2,-2,0,0,0,0,-1,-1,-1,-1,-1,-1,-2,-2,-2,-1,-1,0,-1,-3,-4,-3,-2,-2,-2,-2,-3,-2,-2,-2,0,0,-1,-1,-1,-1,0,0,0,0,0,0,1,1,1
H2-Q6,306,2,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,2,2,0,0,1,1,1,1,2,1,0,0,-1,-1,-2,-2,-2,-1,-1,-2,-2,-1,0,1,0,0,-1,-1,-2,-2,-2,-3,-2,-2,-4,-3,-4,-4,-5,-4,-3,-2,-1,-1,-1,-2,-2,-3,-2,-1,-1,-2,-1,-2,-2,-2,0,0,1,1,1,2,3,3,4,3,4,4,4,3,3,2,2,2,3,3,3,3,2,1,0,1
Cxcl10,98,3,2,2,2,2,2,1,0,0,0,0,1,1,2,2,2,2,3,3,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,1,3,4,4,3,1,1,1,1,1,1,0,-1,0,1,1,1,2,2,2,2,3,3,2,2,3,4,5,5,6,7,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2-Q7,334,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,-1,-2,-2,-2,-2,-2,-1,-1,-2,-2,-3,-3,-4,-4,-4,-4,-4,-5,-5,-4,-3,-2,-2,-2,-3,-3,-4,-4,-4,-5,-4,-3,-4,-3,-4,-4,-5,-5,-4,-3,-2,-2,-2,-2,-2,-3,-2,-1,-1,-2,-1,-2,-2,-2,-1,-1,0,0,0,1,2,2,3,2,3,3,3,3,3,2,2,2,3,2,2,2,1,0,0,1
H2-Eb1,264,2,2,2,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,2,1,2,2,1,2,2,1,0,-1,-1,-1,1,1,0,-1,-2,-1,-1,-2,-2,-1,-1,-1,-1,-2,-3,-3,-3,-3,-4,-3,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-6,-6,-4,-3,-2,-3,-3,-3,-3,-4,-4,-3,-3,-2,-2,-3,-4,-4,-4,-3,-2,-2,-2,-1,0,1,1,1,1,1,2,2,1,0
H2-Eb1,264,2,2,2,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,2,1,2,2,1,2,2,1,0,-1,-1,-1,1,1,0,-1,-2,-1,-1,-2,-2,-1,-1,-1,-1,-2,-3,-3,-3,-3,-4,-3,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-6,-6,-4,-3,-2,-3,-3,-3,-3,-4,-4,-3,-3,-2,-2,-3,-4,-4,-4,-3,-2,-2,-2,-1,0,1,1,1,1,1,2,2,1,0
H2-Eb1,264,2,2,2,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,2,1,2,2,1,2,2,1,0,-1,-1,-1,1,1,0,-1,-2,-1,-1,-2,-2,-1,-1,-1,-1,-2,-3,-3,-3,-3,-4,-3,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-6,-6,-4,-3,-2,-3,-3,-3,-3,-4,-4,-3,-3,-2,-2,-3,-4,-4,-4,-3,-2,-2,-2,-1,0,1,1,1,1,1,2,2,1,0
H2-Eb1,264,2,2,2,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,2,1,2,2,1,2,2,1,0,-1,-1,-1,1,1,0,-1,-2,-1,-1,-2,-2,-1,-1,-1,-1,-2,-3,-3,-3,-3,-4,-3,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-6,-6,-4,-3,-2,-3,-3,-3,-3,-4,-4,-3,-3,-2,-2,-3,-4,-4,-4,-3,-2,-2,-2,-1,0,1,1,1,1,1,2,2,1,0
Ifi44,422,6,5,5,5,5,5,4,4,4,4,4,4,5,4,4,3,3,3,3,3,3,3,2,1,1,1,1,0,1,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,-1,-1,-2,-1,-1,-1,-1,-1,-1,1,2,2,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,2,2,2,2,2
Slc7a2,657,4,3,4,4,4,3,3,3,2,2,2,2,1,1,1,1,0,-1,-2,-2,-2,-2,-2,-1,-1,-1,0,1,0,-1,-1,0,-1,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,-1,-1,-1,-1,-1
Clec4e,214,3,2,2,2,2,1,1,1,1,1,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,3,3,3,3,3,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,0,1,1,1,1,1,1,2,2,2,2,2,3,2,2,2,1,1,1,1,1,0,0,0,0,-1,-1,-1,-2,-3,-3,-4,-4,-4,-4,-3
Hydin,5154,3,2,2,2,1,1,0,0,0,0,-1,-1,0,0,1,0,1,1,1,1,2,3,3,2,2,2,3,3,2,2,2,3,4,4,4,5,5,5,5,5,6,6,5,5,5,5,4,4,4,4,3,3,3,4,5,4,3,2,2,2,3,2,1,1,1,0,-1,-1,-1,0,-1,-1,-1,-2,-2,-2,-3,-3,-2,-2,-2,-3,-3,-2,-2,-1,0,2,2,2,1,1,0,0,0,-1,0,0,-1,-2
Il18bp,193,3,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,-1,0,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,2,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,2,2
Plaat3,162,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-2,-1,-1,-1,0,0,0,-1,-1,-1,-1,-2,-2,-2,-2,-3,-2,-2,-2,-1,0,1,0,0,0,0,0,0,0,0,2,1,2,2,2,2,2,2,3,3,2,1,0,0,0,1,0,0,0,0,0,-1,0,0,1,1,0,1,1,1,0,1,-1,-1,-1,-1,0,0,-1,-1,-1,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-2,-1,0,-2,-2
Cd40,289,2,1,1,1,0,0,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,0,-1,-1,-1,-1,-2,-1,-1,-2,-2,-2,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,-1,-1,-1,-1,0,0,1,3,2,2,3,3,2,2,1,1,1,0,1,1,1,0,0,0,0,-1,-1,-1,1,0,0,-1,-1,-1,-2,-2,-3,-4,-3,-3,-3,-3,-2,-2
Il15ra,263,3,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,-1,-1,0,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,3,4,4,4,4,5,5,5,6,5,4,4,3,3,4,4,4,4,4,3,4,3,3,3,3,3,3,4,4,3,3,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0
Zfp36,319,-4,-5,-4,-4,-4,-4,-5,-5,-4,-4,-4,-4,-4,-4,-4,-3,-2,-2,-2,-1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,2,2,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,2,1,1,1,2,2,1,1,0,0,1,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,3,2,3,2,2,3
Cebpb,296,0,-1,-2,-3,-3,-3,-3,-3,-2,-1,-1,-1,0,0,0,0,1,1,1,1,0,-1,-1,0,0,0,-1,-1,-2,-1,0,0,0,0,0,0,0,0,-1,-2,-2,-2,-3,-3,-3,-4,-5,-5,-5,-5,-5,-4,-4,-4,-4,-5,-4,-4,-3,-5,-5,-5,-4,-5,-6,-6,-6,-6,-4,-4,-4,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,0,0,1,1,2,2,2,2,3,4,4,4,4,3,3
Mmp14,582,3,2,2,2,2,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2,1,1,1,2,3,3,4,4,4,4,4,3,4,4,3,3,2,2,3,3,3,3,4,4,5,7,7,7,7,7,7,7,8,7,6,6,5,4,4,4,4,5,4,4
Cd274,290,3,1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,-2,-2,-3,-3,-3,-3,-3,-3,-4,-3,-3,-4,-3,-4,-4,-5,-5,-5,-5,-5,-5,-5,-4,-4,-6,-7,-8,-8,-6,-7,-6,-6,-5,-5,-5,-4,-4,-3,-3,-3,-3,-2,-2,-2,-1,0,0,1,1,1,1,1,1,1,2,3,3,3,3,3,3,2,2,2,2,1,1,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,1
Il1a,270,-4,-5,-5,-5,-5,-5,-4,-5,-5,-4,-3,-3,-4,-4,-4,-5,-5,-4,-4,-4,-3,-3,-3,-3,-3,-2,-1,-1,-2,-2,-2,-1,-1,-2,-2,-2,-2,-1,0,-1,-1,0,0,0,0,1,1,1,1,2,2,2,3,3,3,3,4,5,7,7,7,6,6,5,5,5,5,4,2,2,2,1,1,1,1,1,0,0,-1,-2,-2,-2,-3,-3,-2,-3,-4,-5,-6,-6,-6,-6,-6,-6,-6,-5,-5,-3,-2,-1
Pnp2,337,1,0,0,0,0,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,0,-1,-1,-2,-2,-2,-2,-1,-1,-1,-2,-2,-2,-2,-3,-3,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,0,0,1,1,2,2,1,1,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,0,0,0,1,1,1,2
Serbp1,386,-5,-6,-5,-5,-5,-6,-6,-4,-3,-2,-3,-3,-3,-3,-3,-3,-4,-4,-3,-3,-3,-3,-1,0,1,1,2,2,2,3,3,3,2,2,2,3,3,2,2,1,2,3,4,3,3,3,4,3,4,5,5,5,4,4,4,4,4,4,4,4,3,4,5,4,3,3,3,3,2,2,2,1,1,3,2,2,1,3,3,2,2,3,4,4,3,3,3,3,3,3,3,2,2,3,4,3,4,5,5,4
Icam1,537,2,1,1,1,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-2,-1,-1,-1,-1,-1,-2,-2,-2,-3,-2,-1,-2,-3,-3,-4,-4,-4,-4,-4,-4,-3,-3,-3,-4,-4,-4,-5,-6,-5,-5,-6,-6,-6,-6,-6,-5,-5,-6,-6,-6,-7,-6,-5,-5,-4,-4,-4,-4,-4,-4,-5,-5,-5,-4,-4,-4,-3,-4,-4,-3,-3,-3,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,0,-1
Ms4a6b,244,0,-1,-1,-1,-1,-2,-2,-2,-1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,3,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gbp4,644,1,0,-1,-1,-1,-2,-2,-3,-3,-3,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-3,-3,-3,-3,-2,-2,-1,-1,-1,-1,-1,0,0,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,-1,-1,-2,-2,-2,-3,-4,-4,-5,-3,-3,-4,-4,-3
Ptgs2,604,3,1,1,1,0,0,0,0,-1,-1,-1,0,0,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-2,-3,-3,-2,-1,-1,0,0,0,0,2,2,2,1,1,2,2,2,1,1,1,1,1,1,3,3,3,3,3,3,4,4,4,4,3,3,2,3,3,3,2,2,3,3,3,3,3,3,4,4,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,1,1
