Gene,SeqLength,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52,W53,W54,W55,W56,W57,W58,W59,W60,W61,W62,W63,W64,W65,W66,W67,W68,W69,W70,W71,W72,W73,W74,W75,W76,W77,W78,W79,W80,W81,W82,W83,W84,W85,W86,W87,W88,W89,W90,W91,W92,W93,W94,W95,W96,W97,W98,W99,W100
Cflar,971,-3,-4,-5,-4,-3,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-4,-4,-4,-3,-3,-2,-2,-2,-1,-1,0,1,1,1,0,0,1,1,1,1,1,1,2,2,2,2,2,1,2,2,4,5,5,4,4,3,3,4,3,3,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,5,6,5,5,4,3,3,3,3,3,3,2,3,3,3,2,1,1,1,1,0,0,0,0,0,0,1,0
Casp8,656,-2,-3,-3,-3,-2,-2,-2,-1,0,0,0,-1,-1,-1,-1,0,2,2,2,3,2,2,3,4,5,4,4,4,3,3,2,2,1,0,0,1,1,0,0,1,1,2,2,2,3,2,1,2,2,2,2,2,2,1,0,0,0,0,1,1,1,1,2,2,2,1,0,1,1,0,0,-1,-1,-1,-2,-1,-1,-2,-2,-3,-3,-3,-3,-3,-2,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0
Cmpk2,447,7,6,6,7,7,8,8,8,7,7,6,6,6,5,5,4,4,4,3,2,2,2,2,0,0,0,-1,-1,0,-1,-1,0,0,-1,-2,-3,-4,-4,-4,-4,-3,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,1,2,2,2,3,3,3,3,2,2,3,4,4,4,4,4,5,5,5,5,6,7,7,7,7,6,6,6,6,5,4,4,4,3,2,2,2
B4galt5,388,7,6,5,5,4,3,3,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,2,3,3,3,3,3,3,2,2,0,1,1,1,-1,-1,-1,-1,-1,-2,-2,-2,-1,-1,-1,-1,-2,-2,-2,-2,-3,-5,-6,-6,-6,-6,-6,-6,-5,-5,-4,-4,-5,-4,-3,-3,-3,-3,-2,-1,-1,-1,-2,-2,-2,-2
Cndp2,475,1,0,0,0,0,-1,-2,-1,0,0,-1,-1,1,3,3,3,3,2,2,2,1,-1,-1,-1,1,1,1,1,1,1,0,0,0,-1,-1,-1,1,0,0,0,1,0,-1,-2,-3,-3,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-2,-2,-1,0,1,2,2,2,1,1,0,0,0,0,0,0,1,1,1,1,0,-1,-1,-1,-2,-2,-4,-4,-4,-4,-3,-3,-4,-4,-6,-6,-5,-5,-5,-5,-4,-4
Cwc15,229,3,2,2,3,2,2,1,1,1,1,3,3,4,3,4,4,3,3,2,1,2,2,2,1,1,2,2,3,1,1,2,3,2,1,1,0,1,0,1,1,0,0,0,-1,-1,-1,0,-1,0,1,1,2,2,3,3,2,2,1,2,2,1,1,3,3,5,6,4,5,4,4,4,4,3,4,2,2,0,0,-1,-1,-1,-3,-3,-4,-5,-6,-7,-7,-8,-9,-10,-11,-13,-14,-16,-17,-16,-16,-16,-16
Ctsh,155,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-4,-5,-4,-4,-4,-4,-4,-5,-5,-5,-4,-4,-4,-3,-2,-3,-2,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,0,2,1,1,0,0,0,2,1,1,0,0,0,0,-1,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,1,2,1,0,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,3,3
Cers6,414,-1,-3,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-3,-3,-3,-3,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,1,1,0,1,2,2,2,3,3,3,2,2,3,3,3,3,4,3,3,3,3,3,4,4,3,3,3,2,1,1,0,1,2,1,1,1,1,0,1,1,1,0,-2,-1,0,0,0,1,1,1,2,2,1,0,1,1,1,3,4,4,5,4,4,4,5,5,6
Dnaja2,412,2,1,1,2,1,1,2,2,0,1,1,2,2,2,2,1,2,2,3,2,2,3,3,4,4,2,1,1,1,0,-1,-2,-1,-1,-1,-1,-1,-2,0,-1,-1,-2,-2,-2,-2,0,-2,-2,-3,-2,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3,-2,-3,-4,-3,-3,-3,-2,-3,-3,-3,-2,-2,-2,-2,-2,-1,0,0,0,1,2,3,3,2,2,3,3,3,3,3,4,4,4,4,3,2,2,2,2
Dcp1a,602,5,4,4,4,4,4,4,5,5,4,3,2,1,0,0,0,0,0,-2,-2,-3,-3,-2,-2,-2,-2,-3,-3,-2,-2,-1,0,0,0,0,0,-1,-1,-1,-2,-1,-2,-2,-2,-2,-2,-2,-2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,2,2,2,3,2,2,1,0,-1,-1,-1,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2
Cybb,570,0,0,0,0,-1,-2,-2,-2,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,3,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,3,3,4,5,5,5,4,5,5,5,5,5,5,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,2,1,1,0,1,0,0,0,0
Dnajb12,376,1,0,0,1,1,0,2,3,3,4,3,3,4,4,4,4,4,3,2,2,2,2,2,3,3,4,3,3,3,1,1,1,2,1,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-2,-2,-2,-2,-1,-2,-2,-2,-1,-1,0,0,0,-1,-1,-1,-1,-2,-3,-2,-1,-1,0,1,1,2,1,1,1,0,1,1,1,1,1,3,3,3,2,1,0,-1,-1,1,2
Ctsc,461,2,1,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,-1,-1,0,0,0,0,0,-1,-2,-1,-1,0,0,0,0,1,2,2,1,1,1,1,0,-2,-2,-2,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,0,-2,-2,-2,-2,-2,-3,-4,-4,-4,-3,-3,-3,-3,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1
Dnttip2,599,1,0,1,1,1,1,0,1,0,0,0,-1,-1,-1,-1,-2,-2,-2,-1,-1,-1,-1,0,0,1,1,0,0,-1,-1,-1,-2,-3,-3,-3,-3,-2,-3,-3,-3,-3,-2,-2,-2,-2,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0
Eef1a2,462,3,2,2,1,2,0,1,2,2,2,1,2,2,1,2,1,1,2,1,1,0,1,1,1,1,2,2,2,2,2,1,0,1,1,2,3,1,1,0,1,2,1,1,2,0,1,1,1,2,3,3,1,1,1,2,1,1,1,1,1,1,1,0,0,-1,-1,1,-1,0,-1,0,0,0,0,1,1,1,1,1,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-2,-2,-3,-2,-2,-1
Dnajb6,337,-1,-2,-3,-2,-2,-2,-2,-2,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,1,2,2,3,1,1,2,3,3,3,3,3,3,2,1,0,0,-1,-1,-1,-1,0,0,1,1,0,0,0,0,0,-1,-2,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-2,0,1,1,2,2,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1
Eef1akmt4-Ece2,881,2,2,1,1,1,-1,-1,-1,-1,-1,-2,-2,-1,-1,-2,-1,-2,-2,-2,-1,-1,-2,-2,-3,-3,-4,-4,-3,-3,-5,-6,-6,-5,-5,-5,-4,-4,-4,-4,-4,-3,-3,-3,-3,-2,-3,-3,-3,-3,-4,-4,-4,-4,-3,-3,-2,-2,-2,-3,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-2
Ero1a,464,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,-1,-1,-1,-1,-3,-3,-4,-4,-4,-4,-2,-3,-4,-4,-3,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-2,-2,-3,-3,-2,0,0,0,1,2,2,3,4,5,6,5,5,5,5,5,3,3,3,3,2,2,3,3,2,2,3,3,5,5,5,4,4,3,1,1,1,0,-1,-2,-1,-1,-1,-1,-1,0,1,1,0,-1,-1,-1,-1,-2,-2,-3
Ell2,639,1,0,0,1,1,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,2,2,3,3,2,3,3,3,3,3,3,2,2,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-2,-2,-2,-3,-3,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-1,-1,-1,-1,-1,-1,-1,0,-1
Gclm,274,3,2,3,4,6,6,5,5,5,5,5,4,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,1,0,-1,-2,-2,-3,-3,-3,-4,-4,-4,-4,-3,-3,-4,-3,-3,-3,-3,-5,-4,-4,-4,-3,-4,-5,-4,-5,-6,-6,-5,-4,-4,-4,-4,-3,-3,-3,-2,-2,-2,-1,-1,-1,-1,-1,-1,0,0,1,0,-1,-1,-1,0,1,0,1,2,2,1,1,1,0,-1,-1,-1,-1,-1,-1
Gch1,241,3,3,4,3,2,1,2,2,1,1,1,1,0,0,0,2,1,2,3,3,3,3,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,-1,-2,-2,-3,-2,-3,-3,-2,-1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,1,0,0,0,0,-2,-3,-4,-4,-6,-7,-7,-7,-7,-7,-6,-7,-7,-8,-9,-9
Fas,663,3,1,1,3,2,2,2,3,3,2,2,2,2,2,1,0,-1,-1,-1,-1,-2,-2,-2,-1,-1,-2,-3,-3,-4,-5,-4,-2,-1,-2,-1,-1,-1,-2,-1,0,0,0,1,1,2,3,4,4,5,4,5,5,5,5,5,5,7,6,6,5,5,5,4,3,2,2,2,1,1,0,1,1,0,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-3,-3,-2,-3,-3,-1,-1,-1,-3,-3,-1,-1,-1,0,2,2,2
Gm5431,844,0,0,0,1,1,1,1,1,0,0,0,0,-1,0,0,0,1,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-2,-2,-3,-3,-4,-4,-4,-4,-5,-3,-3,-3,-3,-3,-3,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-3,-3,-3,-3,-4,-4,-4,-4,-4,-4,-4,-4,-3,-3,-3,-3,-3,-2,-1,0,0,0
Fbxo38,301,-4,-5,-4,-4,-4,-4,-4,-4,-5,-5,-6,-5,-4,-4,-4,-4,-5,-5,-3,-2,-2,-2,-3,-3,-3,-3,-4,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-3,-3,-2,-4,-5,-5,-5,-4,-2,-2,-4,-5,-5,-5,-4,-4,-4,-5,-4,-3,-3,-2,-3,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3,-1,-1,0,0,-1,-2,-3,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-1,-1,-1,-1
Gfpt1,697,4,2,2,3,3,3,2,2,2,2,2,2,2,1,0,0,-1,-3,-1,-2,-2,-2,-2,-2,-2,-3,-2,-2,-2,-3,-3,-1,0,0,0,1,2,3,3,3,2,1,0,1,1,2,2,3,1,2,1,2,1,1,0,0,-2,-2,-2,-2,-2,-3,-4,-5,-5,-5,-5,-6,-6,-6,-5,-5,-4,-4,-4,-5,-5,-5,-4,-4,-3,-2,-1,-2,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
Hk2,917,1,0,0,-1,-2,-2,-2,-2,-3,-3,-3,-2,-1,0,1,2,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,2,3,3,3,3,4,5,5,4,3,2,1,0,0,0,1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-1,-1,0,0,0,-2,-2,-2,-2,-1,0,0,0,0,-1,0,0,0,0,0,1,1,0,-1,-1,-1,0,-1,-1,-1,-2,-2,-3,-3,-4,-3
Hm13,267,3,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,1,1,1,1,1,1,2,3,4,4,5,5,5,4,4,4,4,3,2,3,3,3,4,4,5,5,6,6,8,8,8,8,8,8,8,9,7,7,7,8,7,8,8,8,7,7,6,7,8,7,7,6,5,3,1,0,-1,-1,-1,-1,-1,-1,-2,-2,-2,-3,-2,-2,-4,-4,-4,-5,-5,-5,-4,-4,-4,-4,-4,-5,-5,-3,-3,-1
Gk,2050,7,6,5,5,6,6,5,3,3,2,3,2,4,5,5,4,3,4,3,2,4,3,2,4,4,2,3,3,3,4,4,3,4,4,3,3,3,4,5,6,6,6,5,4,4,3,3,3,3,3,1,1,0,-1,-3,-2,-2,-2,-2,-3,-3,-2,-2,-3,-3,-3,-3,-3,-3,-4,-4,-4,-4,-4,-5,-5,-5,-4,-4,-5,-5,-5,-4,-4,-2,-2,-2,-3,-3,-3,-2,-2,-2,0,0,0,0,0,0,1
Gde1,331,0,-1,-1,-1,-1,0,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,3,3,2,2,2,2,3,3,4,3,4,4,4,4,4,4,4,5,5,4,4,4,3,3,4,3,3,3,3,2,1,1,2,2,2,2,2,2,1,2,1,1,1,0,0,-1,-1,-3,-3,-3,-3,-4,-3,-3,-3,-2,-2,-2,-2,-3,-3,-3,-4,-5,-4,-4,-5,-6,-6,-6,-6,-5,-5,-4,-5,-4
Gsr,418,0,-1,-1,-2,-1,0,1,3,4,4,5,5,4,4,4,5,5,5,6,7,7,7,7,8,8,8,8,8,8,8,8,8,8,9,8,8,7,7,6,6,5,5,6,5,5,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,-1,-2,-2,-2,-2,-3,-2,-1,-1,-1,-2,-2,-2,-2,-3,-3,-4,-4,-4,-5,-5,-5,-5,-4,-4,-4,-4,-3,-3,-4,-4,-3,-3
Hspa4l,838,-1,-2,-3,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,0,0,0,0,1,2,2,2,2,2,3,3,4,5,4,4,4,4,4,5,6,6,6,6,7,6,6,4,3,3,3,3,3,3,1,2,2,3,3,3,3,2,1,1,2,2,2,2,2,1,0,0,0,1,0,1,1,2,2,1,0,1,1,1,2,1,0,-1,-1,-1,-1,0,0,0,-1,0,0,1,0,0,0
Gm12185,835,1,0,0,0,0,-1,-1,-1,-1,-2,-3,-3,-4,-3,-2,-3,-3,-3,-3,-3,-3,-3,-4,-4,-5,-5,-6,-6,-7,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-3,-3,-3,-3,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-3,-3,-3,-3,-4,-4,-4,-4,-4,-4,-4,-4,-3,-3,-3,-3,-3,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0
Inip,104,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,2,2,2,3,3,5,3,4,4,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-2,,,,,,,,,,,,,,,,,,,,,,,,,
Inpp5b,993,-3,-3,-2,-2,-1,-1,-1,-1,-1,0,1,1,2,3,2,3,2,2,2,1,1,1,1,1,1,1,1,0,1,3,3,2,2,2,1,0,-1,-1,-1,-1,-3,-3,-4,-4,-3,-3,-2,-1,-2,-1,-1,-1,-2,-3,-3,-3,-3,-4,-5,-7,-7,-7,-7,-7,-7,-6,-6,-6,-6,-6,-5,-5,-5,-5,-5,-6,-6,-6,-5,-5,-5,-5,-4,-3,-3,-3,-3,-2,-2,0,0,0,0,0,-1,-1,0,1,1,1
Igtp,424,0,-1,-1,-2,-2,-2,-2,-2,-2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-2,-3,-2,-2,-3,-2,-1,-1,-1,-1,-2,-2,-2,-1,0,0,-1,-1,-1,-1,-2,-3,-2,-2,-3,-3,-3,-3,-3,-3,-2,-1,-1,-1,0,-2,-3,-4,-3,-3,-2,-2,-2,-3,-3,-1,0,0,0,0,1,1,0,-1,-1,-2,-2,-2,-2,-2,-3
Isy1,773,-2,-3,-2,-3,-3,-2,-2,-2,-2,-2,-2,-2,-3,-2,-2,-3,-3,-3,-3,-3,-4,-3,-3,-4,-4,-4,-5,-5,-5,-5,-6,-6,-6,-5,-6,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-6,-6,-4,-4,-4,-3,-3,-2,-2,-1,-1,0,0,-1,-1,0,0,0,0,1,2,2,3,3,3,4,4,4,4,4,4,5,5,5,5,5,4,3,4,3,3,4,3,4,5,5,5,5,5,5,5,4,3,3,4
Hk3,922,1,-1,-1,-2,-2,-2,-2,-2,-2,-1,-1,-1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,-1,-1,-1,-1,1,1,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,-1,-1,-2,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-2,-2,0,0,-1,0,1,1,2,1,2,2,2,2,2,1,1
Isg15,714,2,1,1,1,1,0,0,0,1,1,0,-1,-1,-2,-2,-1,0,0,0,0,0,1,1,0,-2,-2,-2,-1,-2,-2,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,1,0,-1,-1,-2,-1,-1,-2,-2,-2,-1,-1,-1,-2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-2,-2,-3,-3,-2,-1,-1,-1,-2,0,1,1,1,1,0,0,0,0,0,-1,-1,-1,-2,-2,-2,-1
Irgm1,342,2,1,-1,-2,-1,0,0,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,1,3,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-2,-2,-2,-3,-3,-3,-3,-3,-3,-4,-4,-3,-3,-3,-3,-3,-3,-4,-3,-3,-3,-3,-4,-4,-4,-5,-5,-6,-6,-6,-7,-7,-7,-6,-6,-6,-5,-5,-5,-3,-4,-5,-5,-6,-7,-7,-7,-6
Isg20,300,0,-1,-1,-1,-1,-1,0,0,0,0,-1,1,1,2,3,3,2,2,1,1,1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,0,1,2,1,2,2,2,2,2,2,1,1,2,2,1,1,0,0,0,1,0,-1,0,0,0,0,1,1,1,0,0,0,-1,-2,-2,-2,-2,-2,-2,-3,-2,-1,-2,-2,-1,-1,-1,0,0,-1
Iigp1,393,0,0,0,1,0,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,-2,-1,-1,-2,-2,-2,-1,-1,-1,-1,-1,-1,-2,0,0,0,0,0,-1,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-1,-1,0,0,1,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,1,1,1,1,1,1,1,1,1,0,0,-1
Lap3,519,5,3,3,3,4,4,4,4,4,4,4,3,3,4,3,3,1,0,-1,-1,-2,-2,-2,-2,-1,-2,-2,-3,-3,-3,-3,-1,-1,-1,-2,-2,-1,-1,0,-1,-1,-1,-1,-2,-1,-2,-1,0,1,2,2,2,3,3,4,4,4,5,5,5,5,4,3,3,3,3,2,2,1,2,2,2,2,3,4,4,4,4,4,2,1,1,-1,-1,-2,-2,-3,-3,-2,-3,-3,-3,-1,-1,-1,-1,-1,-1,-1,-1
Kynu,464,-3,-4,-2,-2,-3,-4,-5,-5,-4,-4,-4,-3,-3,-2,-3,-4,-4,-4,-4,-3,-2,-2,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3,-4,-4,-4,-4,-4,-4,-4,-5,-4,-5,-4,-3,-3,-3,-3,-3,-4,-5,-5,-6,-5,-4,-3,-1,0,0,0,0,0,0,-1,-1,-1,0,1,1,1,1,0,0,-1,-3,-3,-3,-3,-2,-1,0,1,1,0,0,0,-1,-1,-2,-1
