gene,seq_length,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52,W53,W54,W55,W56,W57,W58,W59,W60,W61,W62,W63,W64,W65,W66,W67,W68,W69,W70,W71,W72,W73,W74,W75,W76,W77,W78,W79,W80,W81,W82,W83,W84,W85,W86,W87,W88,W89,W90,W91,W92,W93,W94,W95,W96,W97,W98,W99,W100
Cggbp1,167,3,2,3,1,1,1,0,-1,-1,-1,0,0,-1,-1,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-2,0,-1,-1,-1,0,-1,-1,-1,1,1,2,3,4,4,5,5,6,6,5,5,4,3,3,3,3,4,5,6,6,6,5,5,5,5,5,6,6,6,5,5,4,4,4,4,2,2,1,1,2,2,3,3,3,3,4,3,2,1,0,-1,-1,-1,-1,-1,-2,-1,-1,-2,-2,-2,-2,-2,-1,-1,0
Gatad2a,631,0,-1,-2,0,1,1,1,-1,-1,-2,-2,-3,-4,-6,-6,-5,-4,-4,-3,-4,-4,-3,-2,-1,-1,0,0,-1,-2,-2,-2,-2,-1,-3,-3,-3,-3,-2,-2,-2,-2,-2,-2,-1,-1,-2,-3,-3,-3,-2,-3,-3,-2,-2,-2,-2,-2,-3,-3,-2,-3,-4,-3,-1,-1,-1,-1,-1,-2,-2,-2,-1,-1,-1,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,-2,-2,-2,-2,-3,-2,-2
Oasl1,511,1,-1,-2,-2,-2,-3,-2,-2,-2,-2,-2,-3,-3,-3,-4,-3,-2,-3,-3,-3,-2,-3,-4,-3,-3,-3,-3,-3,-3,-3,-3,-2,-1,0,0,1,2,2,2,2,2,3,3,3,3,2,2,4,4,4,3,3,4,2,2,2,2,1,2,2,1,1,1,0,0,0,-2,-3,-3,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-1,1,1,2,2,2,2,1,1,1,0,0,0,0,0,0,1,2,2,1
Nrbp1,543,-2,-3,-3,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-3,-5,-6,-5,-6,-7,-8,-8,-9,-9,-9,-10,-11,-11,-11,-11,-11,-10,-10,-10,-9,-8,-7,-8,-9,-9,-9,-9,-7,-6,-5,-4,-3,-3,-3,-2,-1,-1,0,0,0,0,1,0,-1,-1,-1,-3,-3,-3,-4,-5,-7,-6,-5,-5,-5,-6,-6,-5,-5,-5,-4,-4,-3,-4,-5,-4,-4,-3,-3,-2,-2,-2,-1,-1,-1,0,0,-1,-1,-1,0,0
Serpinb9,374,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,2,1,2,3,3,3,3,4,4,4,4,5,4,5,6,5,6,6,6,5,5,5,5,5,5,5,3,3,3,2,2,3,2,0,0,-1,-1,-3,-3,-3,-3,-4,-4,-5,-6,-5,-7,-7,-7,-5
Mcl1,331,3,2,3,3,3,2,0,-1,-1,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,1,1,1,1,1,1,1,-1,-1,-2,-3,-2,-2,-3,-2,0,0,0,1,1,1,1,1,0,0,0,0,-1,-2,-3,-3,-3,-3,-3,-2,-1,-1,0,0,0,0,0,-1,-1,-3,-4,-5,-5,-6,-7,-7,-8,-8,-8,-8,-7,-6,-6,-5,-4,-4,-4,-4,-4,-5,-4,-4,-4
Plekhn1,611,6,5,5,6,7,7,7,7,7,7,7,7,5,4,5,4,3,3,2,2,1,0,0,1,1,0,0,0,-1,0,1,1,0,-1,-2,-2,-2,-3,-3,-3,-3,-4,-3,-3,-5,-5,-4,-4,-3,-3,-3,-3,-2,-2,-2,-2,-1,0,0,0,0,1,2,2,2,3,3,4,4,4,4,6,6,7,8,9,9,9,9,9,9,8,7,6,5,5,4,3,2,2,2,1,1,1,1,0,0,0,0,0
H2-Q6,306,2,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,2,2,0,0,1,1,1,1,2,1,0,0,-1,-1,-2,-2,-2,-1,-1,-2,-2,-1,0,1,0,0,-1,-1,-2,-2,-2,-3,-2,-2,-4,-3,-4,-4,-5,-4,-3,-2,-1,-1,-1,-2,-2,-3,-2,-1,-1,-2,-1,-2,-2,-2,0,0,1,1,1,2,3,3,4,3,4,4,4,3,3,2,2,2,3,3,3,3,2,1,0,1
Arid3a,601,3,2,1,0,0,0,0,0,2,2,3,3,3,2,2,1,-1,-2,-2,-3,-2,-3,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,0,1,2,1,2,2,3,3,2,0,0,0,-1,-1,-1,-1,-2,-3,-4,-4,-4,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-6,-6,-5,-4,-4,-4,-5,-5,-6,-5,-4,-3,-2,-3,-3,-4,-3,-4,-5
Stxbp1,594,6,5,5,5,4,4,4,3,3,4,4,4,5,4,4,4,5,6,6,5,4,3,3,1,0,-1,-1,0,0,-2,-3,-3,-3,-2,0,1,0,0,0,-1,-1,-1,-2,-2,-2,-2,-3,-3,-3,-2,-2,-3,-2,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,-2,-3,-2,-2,-1,-1,0,0,1,1,1,1,1,1,0,0,0,1,-1,-1,-1,-1,-1,-2,-2,-2,0,0,0,1,1,2,2,2,2,2
Itgal,1161,4,3,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,-1,-1,-1,-1,-1,-1,0,0,-1,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-4,-3,-3,-3,-3,-4,-4,-4,-4,-4,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,1,1,1,1,1,1,1,0,0,-1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Smarca4,1647,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-3,-3,-2,-2,-2,-2,-2,-1,-1,-1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,2,1,1,0,0,1,2,2,1,1,1,1,1,0,0,0,0,-1,-2
Mbnl2,355,4,2,1,0,0,1,1,1,1,0,1,2,1,1,1,1,0,1,1,2,1,1,1,1,0,-1,-1,-1,0,-1,0,1,2,4,3,2,2,3,3,3,3,2,2,2,2,2,4,4,4,3,2,2,2,2,3,4,4,4,3,3,2,3,3,2,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
Cd38,304,3,2,2,2,2,3,3,3,3,3,3,3,4,3,3,3,4,3,4,4,3,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,0,0,1,0,0,0,1,1,0,0,-1,-1,-1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,0,-1,0,0,-1,0,0,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2
Mark2,776,0,0,0,0,0,-1,0,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,5,6,7,6,6,6,6,7,7,6,5,6,5,5,5,5,4,4,4,4,4,4,4,3,4,3,2,3,3,3,4,4,3,4,4,4,4,3,3,4,5,4,3,3,3,2,2,1,2,2,2,1,1,1,0
Ifi205a,404,1,1,1,1,2,2,0,-2,-3,-3,-3,-4,-2,-2,-2,-1,-1,-1,-1,-2,-2,-2,-2,-2,-1,0,-1,-1,-1,-2,-2,-3,-2,-3,-2,-2,-1,0,1,1,0,2,1,1,1,1,2,3,4,4,3,3,3,4,4,2,3,3,2,3,3,2,1,2,1,1,0,0,0,1,2,0,0,0,0,0,-1,-2,-3,-3,-2,-2,-2,-3,-4,-3,-4,-4,-4,-3,-3,-1,0,0,0,0,1,0,-1,-2
Lilrb3,844,3,2,3,3,3,3,2,2,2,2,1,2,3,3,4,4,4,4,4,4,3,2,2,2,2,2,2,1,0,1,1,1,1,0,0,1,2,2,3,3,3,2,2,2,2,2,3,3,2,2,4,5,4,4,4,4,4,5,5,3,3,3,2,3,3,2,2,3,2,2,2,2,1,1,0,1,0,0,1,1,0,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1
Sp110,445,4,3,3,3,3,2,1,1,2,2,1,1,1,1,1,0,1,1,1,2,0,0,0,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-1,0,0,0,-1,0,0,0,0,-1,-1,0,-1,-1,-1,-2,-1,-1,-1,0,0,0,0,1,1,1,1,2,1,0,0,0,0,0,0,0,0,1,1,2,3,3,3,3,3,3,3,2,1,2,2,3,3,2,2,2,2,1,1,0,0,0,0,0,0,-1
Trim30d,347,-6,-8,-7,-7,-6,-8,-9,-9,-8,-7,-6,-7,-6,-5,-6,-6,-5,-6,-7,-8,-6,-6,-5,-6,-6,-5,-4,-5,-3,-4,-4,-3,-3,-4,-3,-2,-3,-4,-4,-5,-6,-6,-6,-5,-5,-5,-5,-5,-5,-4,-4,-5,-5,-4,-4,-5,-6,-5,-6,-5,-4,-5,-5,-4,-5,-5,-5,-4,-3,-2,-2,-1,-1,-2,-1,-1,-2,-1,-1,-1,-2,-1,-1,-1,0,0,0,0,0,0,0,1,2,3,4,5,6,6,5,6
Creb1,327,-4,-5,-5,-5,-4,-4,-4,-4,-3,-3,-3,-3,-3,-3,-2,-2,-2,-2,-2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-2,-3,-3,-3,-4,-4,-4,-5,-5,-5,-5,-6,-6,-6,-5,-4,-3,-4,-4,-4,-4,-3,-2,-2,-2,-2,-1,0,1,1,2,2,2,2,3
Tent5a,428,-5,-6,-6,-5,-5,-4,-5,-4,-4,-4,-5,-5,-4,-4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-4,-3,-3,-3,-2,-2,-3,-3,-3,-3,-3,-3,-4,-4,-4,-3,-3,-3,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-1,-1,-1,0,-1,-1,1,2,3,3,2,2,3,3,3,3,3,4,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,2,2,2,1,0,-1,0,0,1,-1,-1,-1
Brd9,596,4,3,3,3,2,2,1,0,-1,-2,-2,-2,-2,-3,-3,-3,-3,-2,-2,-2,-2,-1,-1,-2,-3,-1,-2,-3,-3,-5,-4,-5,-4,-5,-4,-5,-4,-3,-1,0,1,3,4,5,5,4,5,4,6,6,6,5,4,4,4,4,5,7,8,10,8,8,8,9,9,11,11,9,9,7,6,5,3,2,1,2,0,1,-1,-1,-1,-1,0,1,3,3,2,0,-1,-3,-2,-1,-2,-4,-4,-5,-6,-4,-5,-4
Rps6kc1,1056,2,2,2,2,2,3,3,3,3,4,6,6,6,4,3,3,3,2,2,3,3,3,3,4,4,3,2,2,3,4,4,3,4,3,3,2,2,2,2,2,1,1,1,3,4,4,3,4,4,4,4,4,3,3,3,3,4,4,3,3,3,2,2,3,3,3,2,1,2,2,2,2,2,0,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-2,-2,-2,0,1,0,-1
Stx11,287,-3,-5,-7,-6,-7,-7,-8,-7,-8,-8,-7,-7,-8,-9,-9,-9,-7,-7,-7,-7,-8,-7,-7,-7,-8,-7,-7,-6,-6,-6,-7,-7,-6,-5,-4,-4,-3,-2,-1,-1,-1,0,1,1,1,1,0,1,2,2,3,3,3,5,7,6,6,6,6,6,6,8,8,7,7,7,8,7,6,6,6,5,5,6,6,7,7,6,6,5,5,5,4,3,2,2,2,3,3,3,3,2,2,2,1,1,1,1,2,2
Stxbp3,592,4,2,2,3,3,3,3,4,2,1,1,0,0,1,1,1,0,-1,-1,-2,-1,-1,-1,-2,-1,0,-1,-3,-4,-3,-3,-2,-2,-4,-4,-4,-4,-3,-2,0,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,0,0,0,2,3,3,2,2,2,2,4,3,3,3,2,3,2,2,3,4,3,4,4,3,3,3,3,3,3,2,2,2,2,0,0,0,1,1,2,2,2,3,3,3,3,3,3
Casp7,303,-6,-7,-7,-6,-5,-5,-4,-4,-3,-2,0,1,2,1,1,2,2,2,2,4,5,5,6,6,7,6,6,7,6,6,6,7,7,6,6,6,7,7,6,6,5,4,4,4,4,4,5,5,5,3,4,4,3,4,3,2,2,3,3,3,3,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,-1,-1,0,-1,-1,-1,-2,-2,-1,-1,-2,-1,-1,-1,-1,-2,-1,0,1,1,1,0,-2
Dtx3l,748,3,2,2,3,3,3,4,4,4,3,3,3,3,3,2,2,1,2,2,2,2,0,0,0,-2,-3,-2,-1,-1,0,1,1,0,0,-1,0,0,0,1,3,3,2,2,1,1,1,1,1,1,2,2,3,3,3,4,4,2,2,2,2,2,2,3,1,1,0,1,1,1,0,0,1,1,2,2,2,2,1,1,0,0,0,1,1,1,1,2,2,2,1,0,-1,-2,-1,0,0,-2,-3,-4,-4
Baz1a,1552,3,2,1,1,1,2,1,0,-1,-2,-2,-3,-4,-4,-4,-4,-4,-3,-3,-4,-4,-3,-2,-1,-1,-1,-1,-1,-2,-1,-1,-1,0,0,0,-1,-2,-2,-1,-1,-1,-2,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,5,4,2,2,1,0,-1,-1,-1,-1,-1,-1,1,0,1,1,1,1,0,-1,-1,-1,-2,-2,-2,-1,-2,-3,-3
Hcls1,486,-6,-7,-7,-9,-8,-9,-9,-8,-8,-7,-7,-6,-6,-6,-7,-6,-6,-6,-5,-4,-4,-4,-3,-3,-2,-2,-1,-1,0,0,2,2,2,2,0,1,0,-1,-1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,-1,0,-1,1,2,1,3,3,3,2,1,0,0,0,1,1,0,0,-2,-1,-1,-1,-1,-1,-1,-2,-3,-3,-2,-2,-1,-2,-1,-1,-1,0,-1,-2,-1,-2
Stat3,769,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-2,-3,-4,-4,-4,-3,-3,-3,-2,-3,-3,-3,-3,-2,-2,-2,-2,-2,-1,-1,-2,-2,-3,-3,-4,-4,-4,-4,-3,-2,-2,-1,-1,-2,-2,-2,-2,-2,-3,-2,-2,-2,-2,-1,0,0,1,1,1,1,1,1,3,3,4,3,4,4,4,2,2,2,3,4,4,4,5,5,5,5,4,3,3,3,2,2,1,1,1,1,1,1,0,0,0,1,0,0,0
Vasp,365,1,0,0,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,4,4,4,3,3,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,3,3,3,4,4,4,4,4,4,4,3,3,3,3,2,2,1,1,2,3,3,3,3,3,3,3,3,3,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,-2,-3
Tdrd7,1086,2,1,2,3,3,4,4,3,3,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,1,1,0,0,0,0,1,2,1,0,0,0,1,2,2,1,1,1,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,0,1,1,1,1,2,3,4,4,4,4,6,6,6,6,6,6,6,7,7,8,10,10,10,9,9,9,9,8,8,9,8,9,8,8,8,8,7,6,6,6,5
Map2k4,253,-2,-3,-2,-3,-2,-2,-2,-2,-3,-3,-4,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-2,-3,-3,-4,-3,-4,-4,-4,-4,-4,-3,-3,-2,-2,-2,-2,-2,-1,-1,0,-1,-1,-1,-1,-2,-2,-2,-1,-1,-1,0,2,1,1,2,3,4,4,4,4,3,2,3,3,3,3,3,3,3,3,2,2,2,1,2,2,2,1,1,0,0,-1,0,1,0,1,0,0,0,0,1,2,1,1,1,1,0,0,0
Fas,63,1,0,1,1,2,3,4,4,5,4,4,3,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rapgef2,1496,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-2,-1,-1,-1,-2,-2,-2,-2,-3,-2,-2,-2,-2,-2,-3,-3,-4,-4,-4,-5,-5,-6,-6,-6,-6,-6,-6,-7,-7,-7,-6,-7,-7,-8,-9,-10,-11,-12,-12,-13,-14,-14,-15,-14,-13,-13,-13,-13,-13,-12,-12,-10,-11,-11,-11,-10,-11,-10,-10,-11,-10,-10,-10,-9,-9,-7,-6,-6,-6,-6,-5,-6,-5,-6,-6,-7,-6
Oasl2,260,-4,-5,-5,-5,-3,-3,-3,-2,-2,-2,-2,-3,-2,-1,0,0,0,0,1,2,3,3,4,4,3,4,3,4,4,4,3,3,3,2,1,1,1,1,1,1,2,4,5,5,4,3,3,3,2,1,0,0,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,1,1,1,1,0,1,1,0,-1,-2,-1,-1,1,0,0,0,0,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,2,2
Gripap1,806,-3,-4,-3,-2,-2,-2,-2,-2,-1,0,0,0,0,0,1,1,1,1,1,1,2,0,0,0,1,1,1,2,2,3,4,5,4,4,5,5,5,5,5,4,4,4,3,3,1,1,0,0,0,1,0,2,2,2,1,1,0,-2,-3,-3,-2,-3,-3,-4,-5,-5,-5,-4,-4,-4,-4,-4,-3,-3,-2,-2,-1,-1,-2,-2,-2,-4,-4,-5,-5,-4,-3,-2,0,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1
Ell2,639,1,0,0,1,1,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,2,2,3,3,2,3,3,3,3,3,3,2,2,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-2,-2,-2,-3,-3,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-1,-1,-1,-1,-1,-1,-1,0,-1
Il36g,193,-2,-3,-2,-1,-1,0,-1,-2,-2,-2,-2,-2,-2,-1,-1,-1,0,-1,0,0,0,-1,-1,-2,-2,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-3,-1,-1,-1,0,0,0,1,1,1,2,2,3,4,4,4,3,3,3,1,1,0,1,1,1,1,1,1,0,0,0,-1,-1,-1,-2,-1,-1,-1,-1,-1,0,-1,-1,-2,-2,-2,-1,-1,-1,0,0,2,0,-1,0,0,0
Serpinb6,378,-1,-2,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,1,0,0,-2,-3,-3,-4,-5,-5,-5,-5,-4
Cdkn1a,159,3,3,2,2,1,1,2,2,1,1,1,1,1,-1,-1,-1,-2,-1,-2,-2,-2,-3,-3,-3,-3,-3,-3,-2,-2,-3,-4,-5,-4,-4,-3,-4,-3,-3,-2,-2,-2,-2,-2,-1,0,-1,0,-1,-1,-1,-1,0,1,1,2,2,1,1,1,2,1,2,3,3,3,4,3,3,2,2,2,2,2,2,1,1,0,-1,-1,-1,-1,-1,-2,-2,-3,-2,-1,-1,-1,-1,-1,-1,-2,-3,-4,-4,-4,-4,-4,-4
Arap1,1452,-3,-4,-4,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-4,-4,-5,-5,-5,-4,-4,-4,-4,-4,-4,-3,-1,0,0,0,0,0,0,0,1,2,2,2,2,2,2,3,3,3,4,4,5,5,6,6,6,6,6,7,8,7,6,5,6,6,6,6,6,6,5,5,5,5,4,4,4,4,4,4,3,2,1,0,-1,-1,-1,-1,-1,-2,-3,-3,-3,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2
Mov10,1004,2,0,1,0,0,0,1,1,0,-1,-1,-2,-2,-2,-1,-1,-2,-2,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,1,1,2,2,3,2,2,1,1,1,1,1,2,3,4,3,4,4,4,5,5,4,5,5,5,4,4,4,4,4,3,4,5,5,5,6,6,6,6,6,6,6,6,6,5,6,5,5,5,4,5,6,5,5,4,6,6,5,5,5,6,5,5,4,4,3,2,2,1,1,1
Mefv,767,0,-1,-1,-2,-3,-2,-2,-1,-1,0,0,0,1,1,2,3,3,3,3,4,5,5,7,6,6,5,5,4,4,4,4,4,4,3,3,2,2,2,3,2,2,2,1,1,1,2,2,2,2,1,2,2,1,1,0,-1,-1,0,1,1,1,1,1,1,2,2,2,1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-3,-3,-2,-2,0,1,1,1,0,0,-1,-1,-1,-1,-1,-2,-2,-1,0,0
Oas2,751,1,0,0,0,0,0,1,1,0,1,1,1,2,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,0,0,1,0,0,-1,-1,-1,0,0,0,1,0,1,1,2,2,1,0,0,0,0,-1,-1,-1,-1,-2,-2,-3,-2,-1,-1,-1,-1,-1,1,0,0,-1,0,0,-1,0,0,0,0,-1,-1,0,0,1,1,2,2,1,1,2,2,2,1,1,1,0,0
