Gene,SeqLength,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52,W53,W54,W55,W56,W57,W58,W59,W60,W61,W62,W63,W64,W65,W66,W67,W68,W69,W70,W71,W72,W73,W74,W75,W76,W77,W78,W79,W80,W81,W82,W83,W84,W85,W86,W87,W88,W89,W90,W91,W92,W93,W94,W95,W96,W97,W98,W99,W100
Adnp,1402,1,0,0,0,1,1,0,-1,-1,-2,-2,-2,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-2,0,1,2,2,2,1,0,0,1,2,2,1,1,2,3,3,5,5,5,4,3,1,1,0,1,1,1,1,3,3,3,1,1,0,0,1,2,2,1,0,0,1,2,2,2,1,0,0,-1,-1,-1,0,0,1,0,0,0,-1,-2,-2,-4,-3,-2,-1,-1,0,0,0,-1,-1,-2,-3,-5,-5,-5,-3,-3
Ak4,223,4,3,3,3,2,2,2,1,1,1,1,2,1,1,1,2,2,2,1,0,0,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-2,-2,-3,-2,-1,-1,0,0,0,-1,-1,-1,-2,-1,-2,-2,-1,-1,-1,-1,0,0,-1,-1,-1,-3,-3,-3,-3,-4,-3,-4,-3,-3,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-3,-4,-4,-4,-4,-3,-2,-2,-1,-1
Aff4,395,3,1,2,2,2,3,4,4,4,3,3,2,2,1,1,1,2,2,2,2,2,1,1,1,1,2,2,2,1,2,2,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,2,2,2,1,1,1,1,1,1,0,-1,-1,-1,-2,-2,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,0,0,0,-1,-1,-1
Akr1a1,325,3,2,2,2,3,3,3,3,3,3,3,3,4,3,3,2,2,2,2,2,2,2,2,0,0,0,0,0,-1,-1,-2,-1,-2,-2,-3,-3,-3,-3,-2,-2,-2,-2,-2,-3,-4,-3,-3,-3,-3,-3,-2,-2,-2,-1,-1,1,1,1,2,1,0,-1,-1,-1,-1,-1,0,1,0,0,0,-1,-2,-1,0,-1,-1,-1,-2,-2,-3,-3,-3,-3,-3,-4,-4,-4,-4,-4,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3
Akt3,479,5,4,3,4,4,4,4,4,3,5,4,5,5,5,3,2,1,2,2,2,1,1,1,0,0,-1,-1,-1,0,0,-1,-1,0,1,1,0,1,1,2,1,2,1,1,1,2,3,4,4,4,4,4,4,4,4,3,4,4,4,3,3,2,2,2,0,-1,1,-1,-2,-3,-3,-4,-4,-4,-4,-4,-5,-5,-6,-5,-5,-5,-4,-4,-5,-5,-7,-6,-6,-6,-6,-5,-5,-5,-4,-3,-4,-4,-3,-3,-3
Aldh1b1,487,0,-1,-1,-1,-3,-4,-3,-3,-2,-2,-2,-1,-1,-1,0,-1,-2,-3,-4,-4,-4,-4,-5,-5,-5,-4,-4,-4,-4,-3,-3,-3,-3,-3,-1,-1,-1,-1,-3,-2,-2,-2,-2,-2,-3,-1,0,0,0,0,0,-1,0,0,0,-2,-2,-2,-2,-2,-2,-3,-3,-2,-4,-4,-4,-3,-2,-3,-3,-3,-3,-2,-2,-3,-4,-4,-3,-2,-2,-1,-1,-1,-1,1,2,2,2,2,2,3,3,2,3,3,3,1,1,1
Alas1,642,5,4,5,5,5,6,5,4,3,3,3,3,4,3,3,3,4,4,4,4,4,3,3,3,2,2,2,2,2,3,2,2,2,2,2,1,0,1,1,2,2,2,2,2,2,2,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-3,-2,-2,-2,-2,-2,-2,-1,-2,-1,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-2,-1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,3,3,3
Ankrd17,2603,-1,-2,-2,-3,-3,-3,-3,-3,-2,-2,-2,-1,-1,0,1,1,1,1,2,2,2,1,1,1,1,2,3,4,4,4,4,4,5,5,5,5,5,5,4,4,4,5,5,6,6,6,7,7,6,7,7,8,8,8,8,6,5,4,4,3,3,2,2,2,2,2,2,2,2,2,2,1,1,0,-1,-1,-2,-2,-2,-3,-3,-3,-3,-4,-5,-5,-6,-7,-8,-8,-9,-9,-10,-11,-12,-12,-12,-13,-13,-14
Apaf1,228,0,-1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,-1,-1,-1,-1,-1,-2,-2,-2,-3,-4,-5,-5,-5,-4,-4,-4,-4,-4,-3,-2,-2,-1,0,-1,0,-1,-1,-1,-1,0,1,1,1,1,1,2,3,3,4,4,5,5,5,5,5,5,5,6,5,4,4,3,2,2,2,2,2,2,2
Arap1,1452,-3,-4,-4,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-4,-4,-5,-5,-5,-4,-4,-4,-4,-4,-4,-3,-1,0,0,0,0,0,0,0,1,2,2,2,2,2,2,3,3,3,4,4,5,5,6,6,6,6,6,7,8,7,6,5,6,6,6,6,6,6,5,5,5,5,4,4,4,4,4,4,3,2,1,0,-1,-1,-1,-1,-1,-2,-3,-3,-3,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2
Apobec3,440,6,5,5,5,5,3,3,3,4,3,3,3,4,4,4,4,4,4,5,5,6,7,5,4,4,4,4,4,3,2,2,3,4,3,3,3,3,3,2,2,2,2,1,1,1,1,2,2,2,1,0,-1,0,0,-1,-1,-1,-1,0,0,0,-1,-2,-2,-1,0,0,1,1,1,1,1,2,1,0,0,0,0,-1,0,0,0,0,0,1,1,1,1,0,0,0,-1,-1,0,-1,0,0,-1,-1,-1
Akap2,734,1,-1,0,1,2,2,2,1,0,0,0,0,0,1,2,1,1,0,0,-1,0,0,1,0,-1,-1,-1,1,2,3,3,4,4,2,2,2,2,3,3,3,3,3,2,1,0,0,1,2,2,2,1,1,0,1,1,0,0,-1,-2,-4,-4,-4,-5,-4,-5,-4,-4,-3,-2,-2,-3,-4,-3,-3,-3,-2,-3,-3,-2,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,0,0,0,0,1,1,0,0,0,0,0
Ankle2,964,1,0,0,1,2,1,0,1,2,2,4,3,3,3,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,3,3,3,3,2,0,0,1,0,-2,-2,-3,-2,-2,-1,-2,-1,-1,-1,-1,-1,-2,-3,-3,-2,-1,-2,-1,-1,0,0,0,0,1,1,2,2,2,2,3,3,3,4,4,3,3,1,2,3,3,3,4,5,5,4,2,3,3,3,2,2,2,2,1,1,1,2,2,2,2,2
Arfgap2,150,2,1,2,2,2,2,3,3,3,3,4,5,5,5,6,6,4,3,3,3,3,2,1,0,-1,-2,0,0,0,-1,-1,-1,-2,-2,-3,-2,-3,-4,-4,-4,-5,-5,-5,-6,-7,-7,-6,-6,-6,-6,-7,-6,-5,-5,-4,-3,-4,-4,-4,-4,-4,-4,-4,-4,-3,-4,-4,-3,-3,-3,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,2,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
Arid3a,998,-3,-5,-5,-5,-5,-4,-5,-5,-5,-4,-4,-3,-2,-2,-1,0,0,0,1,1,0,-1,-1,-2,-2,-2,-2,-2,-2,-2,-3,-1,-1,0,0,-1,0,0,0,0,1,-1,-1,0,1,0,0,0,1,1,1,2,1,1,0,-1,0,0,0,-1,0,-1,0,-1,0,0,0,0,0,-1,-2,0,0,0,-1,-1,-1,-1,-3,-3,-4,-4,-3,-1,1,2,1,0,-1,0,0,0,-1,-1,-2,-2,-1,-1,-1,-1
Arl1,181,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,0,1,1,0,0,0,0,0,-1,-1,0,0,0,1,0,0,1,1,1,1,0,-1,-1,-1,-1,0,0,0,0,1,1,1,1,2,2,2,2,2,3,3,2,2,2,1,1,1,0,-1,-1,-1,-2,0,-1,0,0,0,0,0,1,0,-1,-1,-1,-2,-2,-2,-3,-4,-5,-6,-5,-4,-3,-3,-3,-3,-3,-2,-2,-2,-1,-1,0,-2
Arrdc2,407,0,-1,-1,0,1,0,0,-2,-2,-2,-2,-2,-1,0,1,1,1,0,1,1,2,3,4,4,5,5,6,6,6,6,6,5,5,5,5,5,5,6,6,6,6,6,6,5,5,5,5,4,4,4,2,2,1,1,0,1,0,0,0,0,0,1,0,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-2,-2,-1,-2,-2,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-3,-2,-1,-1,0,0,0,1,1
Arhgap12,838,-1,-2,-2,0,-1,-1,-2,-2,-2,-2,-2,-2,-1,0,0,0,0,-1,0,0,1,1,3,3,3,2,1,2,2,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,2,2,3,3,2,2,3,4,4,4,3,3,3,4,4,4,4,4,4,4,3,4,5,5,4,2,2,2,2,3,3,3,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,1
Arid4a,899,4,4,4,4,4,4,4,4,4,3,4,4,4,2,2,2,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,-1,0,1,2,3,4,5,5,5,4,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,4,3,2,1,0,-1,-2,-3,-4,-4,-4,-4,-4,-3,-3,-3,-3,-3,-4,-4,-4,-4,-5,-5,-6,-6,-6,-6,-6,-6,-6,-5,-4,-2,-2,-2,-2,-2,-2,-2,-2
Arfgap3,525,3,3,3,4,4,4,3,3,4,4,4,4,4,4,3,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,3,2,3,3,4,4,4,4,4,4,4,4,5,6,6,5
Asb6,418,0,-2,-1,-1,-2,-2,-2,-3,-5,-6,-6,-6,-6,-6,-7,-7,-6,-6,-6,-5,-5,-5,-6,-6,-6,-7,-7,-6,-6,-5,-5,-4,-5,-5,-4,-5,-5,-4,-3,-3,-3,-3,-3,-1,0,0,-2,-2,-2,-2,-2,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-3,-3,-3,-3,-2,-2,-2,-2,-2,-1,-1,0
Arhgdib,193,4,3,2,2,2,1,0,-1,-1,-1,-2,-2,-2,-1,-1,-2,-2,-3,-4,-5,-5,-4,-4,-4,-5,-5,-5,-6,-5,-6,-6,-6,-5,-5,-6,-7,-7,-8,-7,-7,-5,-5,-5,-5,-5,-4,-5,-4,-5,-4,-4,-5,-5,-5,-4,-4,-4,-5,-5,-4,-5,-5,-5,-6,-5,-4,-4,-4,-4,-4,-5,-5,-6,-6,-5,-5,-4,-4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-1,0,0,0,1,2,1,0,0,1,1,2
Atg4b,121,5,4,4,4,5,4,3,4,3,4,3,1,2,2,2,3,2,2,0,2,2,3,3,3,2,3,2,2,2,2,1,1,0,0,0,1,2,1,2,2,3,4,3,3,3,3,3,3,4,3,3,2,2,2,2,2,3,3,3,3,3,3,4,4,4,3,3,2,1,0,-2,-2,-3,-2,-3,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-6,-6,-6,-6,-7,,,,,,,,
Atf3,462,4,4,3,3,3,3,2,3,3,2,1,0,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-2,-1,-2,-2,-2,-2,-3,-3,-3,-2,-1,-1,1,0,0,1,1,1,0,0,0,1,0,1,1,2,2,1,2,2,1,1,1,2,2,2,2,2,1,1,1,2,1,1,1,0,0,1,1,0,0,0,0,-1,-1,-1,-1,0,-1,-1,1,1,2,1,0,0,0,0,1
Ass1,464,1,-1,0,0,1,1,1,0,-1,-1,-1,-1,-2,-1,-1,-1,-1,0,1,1,0,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,2,2,1,-1,-1,-1,-1,-2,-2,-2,0,-1,-1,-1,-1,-2,-3,-5,-5,-4,-4,-4,-4,-5,-4,-3,-3,-2,-2,-3,-3,-3,-3,-2,-2,-2,-1,-1,-1,-1,-2,-1,-1,0,0,0,1,2,2,2,1,1,2,3,2,1,2,1,2,2
Atp6ap2,350,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,0,1,1,1,1,1,1,1,2,2,2,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,0,0,0,0,-1,-1,-1,-1,-2,-2,-2,-1,-2,-2,-2,-2,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4
Atp6ap1,463,4,3,3,3,3,3,2,2,2,1,1,0,0,0,0,0,-1,-2,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-3,-3,-3,-3,-3,-3,-4,-3,-3,-3,-3,-3,-3,-3,-4,-4,-4,-4,-4,-5,-5,-5,-4,-4,-4,-4,-4,-3,-3,-3,-3,-2,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-2,-1,0,-1,-1,-1,-2,-2,-2,-2,-3,-3,-3,-3,-3,-4,-4,-4,-4,-3,-2,-2,-2,-2,-2
Avl9,649,2,1,2,0,0,0,-1,0,0,1,1,1,1,0,0,0,-1,-1,-1,-1,-1,-1,-2,-3,-3,-2,-2,-3,-4,-4,-4,-4,-4,-3,-4,-4,-4,-4,-4,-4,-4,-5,-6,-5,-5,-5,-4,-4,-4,-4,-4,-3,-2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,0,0,0,-1,-1,0,1,2,3,3,4,4,4,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,4,4,3,3,3,4,4
Bax,195,0,-2,-2,-1,-1,-3,-2,-2,-3,-4,-3,-4,-4,-5,-4,-6,-6,-6,-6,-7,-7,-7,-7,-7,-7,-7,-7,-7,-6,-6,-6,-5,-5,-6,-6,-5,-5,-5,-4,-3,-3,-2,-2,-1,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,1,0,0,0,-1,-2,-2,-3,-3,-2,-2,-1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-2,-1,-1,-2,-1,0,0,1,0,-1
B4galt5,388,7,6,5,5,4,3,3,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,2,3,3,3,3,3,3,2,2,0,1,1,1,-1,-1,-1,-1,-1,-2,-2,-2,-1,-1,-1,-1,-2,-2,-2,-2,-3,-5,-6,-6,-6,-6,-6,-6,-5,-5,-4,-4,-5,-4,-3,-3,-3,-3,-2,-1,-1,-1,-2,-2,-2,-2
Bclaf1,1711,-4,-5,-5,-5,-5,-5,-4,-3,-2,-2,-2,-4,-4,-4,-4,-4,-3,-3,-3,-3,-3,-4,-3,-3,-3,-3,-3,-4,-4,-4,-4,-4,-4,-5,-5,-6,-6,-7,-7,-7,-6,-6,-6,-5,-5,-5,-5,-4,-4,-4,-3,-2,-3,-2,-2,-3,-3,-2,-1,-1,-1,-1,-1,0,0,1,1,2,3,3,2,3,3,3,4,4,4,3,3,3,2,2,3,4,4,5,5,5,4,4,4,4,3,2,1,1,1,1,0,-1
Bmp2k,1138,4,3,2,1,1,1,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,0,0,0,-1,0,1,1,1,1,2,3,3,3,2,3,3,3,3,4,5,4,4,4,4,3,4,3,3,3,3,2,3,3,3,2,1,1,1,0,0,0,0,0,1,1,1,0,0,-1,-2,-2,-2,-2,-2,-2,-3,-3,-3
Braf,804,0,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,-5,-6,-6,-6,-6,-6,-5,-5,-5,-4,-3,-2,-2,-1,-2,-2,-2,-3,-3,-3,-3,-4,-3,-3,-3,-2,-3,-3,-3,-3,-2,-1,-1,-1,-1,-2,-3,-3,-4,-5,-6,-6,-6,-5,-4,-5,-5,-4,-4,-4,-3,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
Bfar,429,-1,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-2,-2,-2,-4,-3,-4,-3,-2,-2,-1,-1,-1,-2,-3,-3,-2,-2,-1,-1,-1,-1,0,0,0,0,1,1,1,1,2,3,3,3,4,3,3,1,1,1,0,0,1,2,3,3,3,2,1,1,1,1,1,1,1,2,1,1,0,0,0,0,-1,-1,-2,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-2,-2,-2,-2,-2,-2,-2
C3,788,-8,-10,-10,-10,-10,-11,-11,-11,-11,-11,-10,-10,-9,-7,-6,-5,-5,-5,-4,-3,-3,-3,-2,-2,-2,-1,-1,-1,0,0,1,2,2,4,4,5,5,5,5,5,5,5,6,5,5,5,5,5,4,3,3,4,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,3,3,3,3,4,4,3,3,3,2,2,2,2,2,3,4,4,4,3,3,3,3,2,2,2
Baz1a,1555,3,2,1,1,1,2,1,0,-1,-2,-2,-3,-4,-4,-4,-4,-4,-3,-3,-4,-4,-3,-2,-1,-1,-1,-1,-1,-2,-1,-1,-1,0,0,0,-1,-2,-2,-1,-1,-1,-2,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,5,4,2,2,1,0,-1,-1,-1,-1,-1,-1,1,0,1,1,1,1,0,-1,-1,-1,-2,-2,-2,-1,-2,-3,-3
Bst1,479,-4,-6,-6,-5,-5,-5,-4,-4,-5,-5,-5,-5,-4,-4,-4,-5,-5,-5,-3,-2,-2,-1,-1,-1,0,0,0,0,0,0,1,2,2,1,1,0,-2,-2,-1,-2,-2,-2,-3,-4,-4,-3,-4,-4,-5,-5,-5,-4,-4,-5,-7,-8,-8,-8,-7,-7,-7,-7,-7,-7,-7,-6,-6,-6,-6,-4,-3,-3,-2,-1,-1,-1,0,0,0,0,0,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1
Bsg,269,-6,-7,-6,-6,-6,-6,-5,-5,-5,-6,-5,-5,-5,-5,-6,-6,-6,-5,-4,-4,-3,-3,-3,-3,-2,-2,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,0,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-4,-5,-6,-5,-6,-6,-6,-7,-7,-7,-8,-9,-10,-11,-11,-11,-11,-11,-10,-10,-9,-9,-9,-8,-8,-8,-8,-8,-7,-7,-5,-5
Ca13,262,-2,-3,-3,-5,-5,-4,-4,-3,-4,-4,-2,-2,-3,-3,-3,-3,-2,-2,-2,-1,-1,0,0,-1,-1,0,0,1,2,2,2,2,2,3,3,2,2,1,2,2,0,0,0,-1,-1,-2,-4,-3,-3,-3,-3,-3,-3,-2,-2,-2,-2,-2,-3,-3,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,2,0,0,0,0,-2,-2,-2,-1,-1,-1,-1,-2,-2,-3,-3,-4,-4,-4,-4,-4,-5,-4,-4
Carmil1,1374,2,2,2,4,5,4,4,6,6,5,5,6,5,5,7,7,7,6,7,7,7,7,7,6,6,5,5,5,5,5,4,3,3,3,3,3,3,2,2,3,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,0,0,-2,-1,-1,-1,-2,-2,-1,0,0,0,0,0,-1,-1,-1,-1,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3,-2,-1,0,0,1,0,0,0,0,0,1,0,0,1,2
Ca2,214,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,3,2,2,2,2,2,2,1,0,0,0,1,1,2,3,3,3,3,3,4,4,4,3,2,3,3,3,3,2,1,1,1,0,0,-1,-2,-2,-2,-2,-2,-2,-2,-2,-3,-4,-4,-4,-4,-4,-5,-5,-5,-5,-4,-4,-4,-3,-3,-4,-4,-3,-2,-1,-2,-1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
Casp8,656,-2,-3,-3,-3,-2,-2,-2,-1,0,0,0,-1,-1,-1,-1,0,2,2,2,3,2,2,3,4,5,4,4,4,3,3,2,2,1,0,0,1,1,0,0,1,1,2,2,2,3,2,1,2,2,2,2,2,2,1,0,0,0,0,1,1,1,1,2,2,2,1,0,1,1,0,0,-1,-1,-1,-2,-1,-1,-2,-2,-3,-3,-3,-3,-3,-2,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0
